"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome"
"","do_trial","138","635605","0.0-79.0-0.0","345.96999996574596","","","","","","","","49","0,0,0","0","forest","25","probe-120","0.7039332302047514","0.4996260992967768","0.29024146370852566","0"
"","html-keyboard-response","139","636610","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","140","641776","0.0-80.0-0.0","616.2550000008196","","","","","","","","49","0,0,1","0","forest","26","probe-80","0.5994882510059167","0.38531179273402166","0.24921196386969627","0"
"","html-keyboard-response","141","642779","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","142","648402","0.0-81.0-0.0","1076.824999996461","","","","","","","","49","1,1,0","0","forest","27","probe-201","0.5351229228967244","0.4038782314649624","0.15266176683561145","1"
"","html-keyboard-response","143","649404","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","144","654284","0.0-82.0-0.0","330.60499996645376","","","","","","","","49","1,1,0","0","forest","28","probe-15","0.6184341922084285","0.4975778177349454","0.10513948831043343","1"
"","html-keyboard-response","145","655289","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","146","660545","0.0-83.0-0.0","708.3549999515526","","","","","","","","49","1,0,0","0","forest","29","probe-146","0.5048444875347656","0.44290436671434935","0.14200973255040153","1"
"","html-keyboard-response","147","661547","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_bye","148","663053","0.0-84.0-0.0","null","","","","","","","","null","","","","","","","","",""
"","break","149","668879","0.0-84.0-1.0","5825.535000010859","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","",""
"","do_travel","150","674886","0.0-85.0-0.0","null","","","","","","","","null","","","","","","","","",""
"","do_welcome","151","676393","0.0-85.0-1.0","null","","","","","","","","null","","","","","","","","",""
"","do_trial","152","682444","0.0-86.0-0.0","null","","","","","","","","null","1,1,0","1","city","30","probe-132","1","0.4152043320859285","0.09283853243901877",""
"","html-keyboard-response","153","683447","0.0-86.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","154","689498","0.0-87.0-0.0","null","","","","","","","","null","1,0,0","1","city","31","probe-164","1","0.33318462375871105","0.09697666929135135",""
"","html-keyboard-response","155","690504","0.0-87.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","156","696556","0.0-88.0-0.0","null","","","","","","","","null","1,1,0","1","city","32","probe-03","1","0.463621716162513","0.07019169603593606",""
"","html-keyboard-response","157","697558","0.0-88.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","158","703611","0.0-89.0-0.0","null","","","","","","","","null","1,1,0","1","city","33","probe-181","0.9224111772985327","0.3733033446748046","0.051587179424796493",""
"","html-keyboard-response","159","704616","0.0-89.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","160","710686","0.0-90.0-0.0","null","","","","","","","","null","1,0,0","1","city","34","probe-86","0.7859774302630664","0.37242413342435926","0.07478049886792454",""
"","html-keyboard-response","161","711689","0.0-90.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","162","717739","0.0-91.0-0.0","null","","","","","","","","null","1,0,1","1","city","35","probe-183","0.658664637503188","0.3345349067851474","0.0892155972619187",""
"","html-keyboard-response","163","718742","0.0-91.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","164","724794","0.0-92.0-0.0","null","","","","","","","","null","0,0,0","1","city","36","probe-61","0.6723237141739148","0.261802144793683","0.09180104245927957",""
"","html-keyboard-response","165","725799","0.0-92.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","166","731851","0.0-93.0-0.0","null","","","","","","","","null","0,0,0","1","city","37","probe-133","0.6690747178586792","0.2573122953512869","0.07592628511113685",""
"","html-keyboard-response","167","732854","0.0-93.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","168","738904","0.0-94.0-0.0","null","","","","","","","","null","1,1,0","1","city","38","probe-96","0.6791600321379011","0.30204442848751556","0.16288802311409803",""
"","html-keyboard-response","169","739907","0.0-94.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","170","745955","0.0-95.0-0.0","null","","","","","","","","null","0,0,0","1","city","39","probe-83","0.5032516351461562","0.3892153571443575","0.05040337867001053",""
"","html-keyboard-response","171","746959","0.0-95.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","172","753012","0.0-96.0-0.0","null","","","","","","","","null","1,1,0","1","city","40","probe-73","0.5267643796709676","0.43320525919070463","0.1818834135728623",""
"","html-keyboard-response","173","754016","0.0-96.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","174","760066","0.0-97.0-0.0","null","","","","","","","","null","1,1,0","1","city","41","probe-230","0.5691449430491988","0.4079719138651199","0.06001464287238609",""
"","html-keyboard-response","175","761067","0.0-97.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","176","767118","0.0-98.0-0.0","null","","","","","","","","null","0,0,1","1","city","42","probe-115","0.5412410244966006","0.2987852234699466","0.356846400672373",""
"","html-keyboard-response","177","768122","0.0-98.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","178","774173","0.0-99.0-0.0","null","","","","","","","","null","1,0,0","1","city","43","probe-221","0.3399737486127004","0.22719270992880966","0.6396342829155165",""
"","html-keyboard-response","179","775175","0.0-99.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","180","781224","0.0-100.0-0.0","null","","","","","","","","null","1,1,1","1","city","44","probe-123","0.38614457041279004","0.31045942570989576","0.6973147859278869",""
"","html-keyboard-response","181","782229","0.0-100.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","182","788279","0.0-101.0-0.0","null","","","","","","","","null","0,0,1","1","city","45","probe-117","0.32245229355433663","0.26902033645144097","0.755640095245548",""
"","html-keyboard-response","183","789286","0.0-101.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","184","795335","0.0-102.0-0.0","null","","","","","","","","null","0,0,1","1","city","46","probe-167","0.36083182754927734","0.23533264771512477","0.5397580374616203",""
"","html-keyboard-response","185","796341","0.0-102.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","186","802392","0.0-103.0-0.0","null","","","","","","","","null","0,0,0","1","city","47","probe-165","0.32803631924711574","0.28258053513676756","0.5403655978558172",""
"","html-keyboard-response","187","803396","0.0-103.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","188","809448","0.0-104.0-0.0","null","","","","","","","","null","0,0,0","1","city","48","probe-108","0.4309376685416549","0.1626512131936359","0.5320199294638609",""
"","html-keyboard-response","189","810450","0.0-104.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","190","816504","0.0-105.0-0.0","null","","","","","","","","null","1,1,1","1","city","49","probe-129","0.31413195872024074","0.13055641115047334","0.5524482364905009",""
"","html-keyboard-response","191","817508","0.0-105.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","192","823558","0.0-106.0-0.0","null","","","","","","","","null","0,0,1","1","city","50","probe-85","0.35674320389743314","0.07661839601635209","0.6123796568133765",""
"","html-keyboard-response","193","824559","0.0-106.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","194","830611","0.0-107.0-0.0","null","","","","","","","","null","0,1,0","1","city","51","probe-82","0.3422172918968104","0.18429877943144854","0.639314576539494",""
"","html-keyboard-response","195","831616","0.0-107.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
