"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","choice_blocks"
"","do_trial","120","790173","0.0-68.0-0.0","667","","","","","","","","49","0,0,0","0","highway","8","probe-09","0.5141886232543977","0.2149562057911326","0.14572157438162317","0","","","","","","","",""
"","html-keyboard-response","121","791177","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","122","796608","0.0-69.0-0.0","886.8999999910593","","","","","","","","50","1,0,0","0","highway","9","probe-226","0.5821489090111217","0.23745172005494408","0.06864141497661246","0","","","","","","","",""
"","html-keyboard-response","123","797614","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","124","802888","0.0-70.0-0.0","734.1999999880791","","","","","","","","49","0,1,1","0","highway","10","probe-221","0.5995693042005267","0.4102738536056233","0.18059219212973368","0","","","","","","","",""
"","html-keyboard-response","125","803890","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","126","809267","0.0-71.0-0.0","834.5","","","","","","","","49","1,1,0","0","highway","11","probe-68","0.5155783233732507","0.4286363918148232","0.09656209990616073","1","","","","","","","",""
"","html-keyboard-response","127","810268","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","128","816253","0.0-72.0-0.0","1446.1000000089407","","","","","","","","51","1,1,0","0","highway","12","probe-75","0.6267267893345873","0.37127239758473773","0.13814606898432133","0","","","","","","","",""
"","html-keyboard-response","129","817259","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","130","822523","0.0-73.0-0.0","722.6999999880791","","","","","","","","49","0,0,0","0","highway","13","probe-122","0.6247337451776753","0.2861949392999209","0.08827811657582482","0","","","","","","","",""
"","html-keyboard-response","131","823525","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","132","828577","0.0-74.0-0.0","513.7999999970198","","","","","","","","49","0,0,0","0","highway","14","probe-33","0.481270848548195","0.23695343424851845","0.18124713326996847","0","","","","","","","",""
"","html-keyboard-response","133","829581","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","134","834119","0.0-75.0-0.0","0.09999999403953552","","","","","","","","50","1,0,0","0","highway","15","probe-143","0.551417472853912","0.28515403361962294","0.16933563336148802","0","","","","","","","",""
"","html-keyboard-response","135","835121","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","136","840997","0.0-76.0-0.0","1340.0999999940395","","","","","","","","51","1,0,0","0","highway","16","probe-229","0.6819380694219984","0.37612713167033157","0.10234831335136332","0","","","","","","","",""
"","html-keyboard-response","137","842003","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","138","847066","0.0-77.0-0.0","526.5","","","","","","","","49","1,0,0","0","highway","17","probe-144","0.6908594615888837","0.37061145106370563","0.212317790622768","1","","","","","","","",""
"","html-keyboard-response","139","848072","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","140","853471","0.0-78.0-0.0","858.0999999940395","","","","","","","","49","1,1,1","0","highway","18","probe-107","0.7377376671333642","0.3435419322016545","0.16135649527689835","1","","","","","","","",""
"","html-keyboard-response","141","854478","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","142","859718","0.0-79.0-0.0","698.2999999970198","","","","","","","","49","1,0,1","0","highway","19","probe-148","0.6944622930694261","0.3523149404544196","0.12286123002527094","1","","","","","","","",""
"","html-keyboard-response","143","860722","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","144","866034","0.0-80.0-0.0","775.2000000029802","","","","","","","","49","1,0,1","0","highway","20","probe-178","0.6897710379855057","0.3058299988095673","0.13097886823496066","1","","","","","","","",""
"","html-keyboard-response","145","867040","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","146","872570","0.0-81.0-0.0","985.0999999940395","","","","","","","","49","0,0,0","0","highway","21","probe-55","0.7024424532617318","0.4406066632130596","0.21870826077197814","0","","","","","","","",""
"","html-keyboard-response","147","873572","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","148","878877","0.0-82.0-0.0","763.3000000119209","","","","","","","","49","1,0,0","0","highway","22","probe-215","0.6461591985727115","0.478815224930621","0.18723629490772697","1","","","","","","","",""
"","html-keyboard-response","149","879883","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","150","886276","0.0-83.0-0.0","1847.800000011921","","","","","","","","51","0,0,0","0","highway","23","probe-172","0.7104518792991499","0.381818620204383","0.05912283815350488","0","","","","","","","",""
"","html-keyboard-response","151","887282","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","152","892418","0.0-84.0-0.0","593.6000000089407","","","","","","","","49","0,0,0","0","highway","24","probe-74","0.8186862953536067","0.3349503292887159","0.059734182323260006","0","","","","","","","",""
"","html-keyboard-response","153","893424","0.0-84.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","154","898611","0.0-85.0-0.0","645","","","","","","","","50","0,0,0","0","highway","25","probe-183","0.575898963643553","0.26627210607682394","0.16798107577687355","0","","","","","","","",""
"","html-keyboard-response","155","899613","0.0-85.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","156","904581","0.0-86.0-0.0","427.20000000298023","","","","","","","","49","0,0,0","0","highway","26","probe-89","0.6199288100381263","0.4785946165794161","0.08703675373865878","0","","","","","","","",""
"","html-keyboard-response","157","905585","0.0-86.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","158","910705","0.0-87.0-0.0","575.2999999970198","","","","","","","","49","1,1,0","0","highway","27","probe-224","0.5887277435692669","0.30164501923226356","0.08267845608312877","1","","","","","","","",""
"","html-keyboard-response","159","911709","0.0-87.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","160","917508","0.0-88.0-0.0","1255.7999999970198","","","","","","","","49","1,0,0","0","highway","28","probe-109","0.47681605534609717","0.24948705656793824","0.20363174526343764","1","","","","","","","",""
"","html-keyboard-response","161","918509","0.0-88.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","162","923950","0.0-89.0-0.0","900.2999999970198","","","","","","","","49","0,1,0","0","highway","29","probe-121","0.48471313393448323","0.31045952926587467","0.15287856347909798","0","","","","","","","",""
"","html-keyboard-response","163","924956","0.0-89.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_bye","164","926461","0.0-90.0-0.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","165","932466","0.0-91.0-0.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","166","933975","0.0-91.0-1.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","167","939777","0.0-92.0-0.0","1260.7999999970198","","","","","","","","50","1,0,0","1","city","30","probe-39","1","0.2977657018460191","0.26498286429366447","0","","","","","","","",""
"","html-keyboard-response","168","940783","0.0-92.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","169","946163","0.0-93.0-0.0","841.2999999970198","","","","","","","","50","1,0,0","1","city","31","probe-182","1","0.20453681649978778","0.3349443007007886","0","","","","","","","",""
"","html-keyboard-response","170","947165","0.0-93.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","171","952135","0.0-94.0-0.0","426.20000000298023","","","","","","","","51","1,0,0","1","city","32","probe-37","1","0.3597122710194646","0.14276155738477675","0","","","","","","","",""
"","html-keyboard-response","172","953139","0.0-94.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","173","958173","0.0-95.0-0.0","489.79999999701977","","","","","","","","51","1,0,0","1","city","33","probe-136","0.9186858461612389","0.2218808361220204","0.07705763654003156","0","","","","","","","",""
"","html-keyboard-response","174","959176","0.0-95.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","175","964163","0.0-96.0-0.0","446.8999999910593","","","","","","","","49","1,0,0","1","city","34","probe-152","0.8179187599020832","0.11183012071040838","0.06237966306484425","1","","","","","","","",""
"","html-keyboard-response","176","965169","0.0-96.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","177","970265","0.0-97.0-0.0","551.5","","","","","","","","49","1,1,0","1","city","35","probe-212","0.7770177478076566","0.30636926909681467","0.07444543559396016","1","","","","","","","",""
"","html-keyboard-response","178","971272","0.0-97.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","179","976624","0.0-98.0-0.0","808.5","","","","","","","","49","1,0,0","1","city","36","probe-207","0.8033320591971681","0.30396095841393034","0.09427229385923966","1","","","","","","","",""
"","html-keyboard-response","180","977630","0.0-98.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","181","982757","0.0-99.0-0.0","585.7000000029802","","","","","","","","49","1,1,0","1","city","37","probe-227","0.7744772959104133","0.48285922176582474","0.148647602356484","1","","","","","","","",""
"","html-keyboard-response","182","983764","0.0-99.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","183","988872","0.0-100.0-0.0","565.4000000059605","","","","","","","","49","0,0,0","1","city","38","probe-45","0.6663764748005591","0.31369790252313856","0.0586095376862331","0","","","","","","","",""
"","html-keyboard-response","184","989875","0.0-100.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","185","994524","0.0-101.0-0.0","109.79999999701977","","","","","","","","49","1,0,1","1","city","39","probe-203","0.5470011278231042","0.28136605373104645","0.21040839072183454","1","","","","","","","",""
"","html-keyboard-response","186","995527","0.0-101.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","187","1000639","0.0-102.0-0.0","570.3999999910593","","","","","","","","49","1,1,0","1","city","40","probe-71","0.5272945149040683","0.42732365408224904","0.3210818340204395","1","","","","","","","",""
"","html-keyboard-response","188","1001646","0.0-102.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","189","1006928","0.0-103.0-0.0","744.3999999910593","","","","","","","","49","0,0,0","1","city","41","probe-26","0.300675978575883","0.4660152371142278","0.2730203074642104","0","","","","","","","",""
"","html-keyboard-response","190","1007935","0.0-103.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","191","1013015","0.0-104.0-0.0","544.4000000059605","","","","","","","","49","0,1,1","1","city","42","probe-54","0.1390858870091873","0.3391768851110941","0.33525582949709193","0","","","","","","","",""
"","html-keyboard-response","192","1014021","0.0-104.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","193","1019293","0.0-105.0-0.0","730.0999999940395","","","","","","","","50","0,0,1","1","city","43","probe-180","0.08432328164729146","0.24655343953622358","0.33548761661202087","0","","","","","","","",""
"","html-keyboard-response","194","1020295","0.0-105.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","195","1025243","0.0-106.0-0.0","407.70000000298023","","","","","","","","51","0,1,0","1","city","44","probe-120","0.2581082792087161","0.20840258986341947","0.4784684914909469","0","","","","","","","",""
"","html-keyboard-response","196","1026246","0.0-106.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","197","1031502","0.0-107.0-0.0","717.5999999940395","","","","","","","","49","0,0,1","1","city","45","probe-149","0.2601031887120072","0.15517768688057212","0.5637686119852069","0","","","","","","","",""
"","html-keyboard-response","198","1032503","0.0-107.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","199","1037929","0.0-108.0-0.0","890.3999999910593","","","","","","","","49","0,0,1","1","city","46","probe-130","0.31659006812824714","0.1352883509215914","0.545364875083865","0","","","","","","","",""
"","html-keyboard-response","200","1038930","0.0-108.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","201","1043970","0.0-109.0-0.0","497.5","","","","","","","","49","0,0,0","1","city","47","probe-228","0.2616228581369602","0.051231491396813045","0.5935235295289742","0","","","","","","","",""
"","html-keyboard-response","202","1044971","0.0-109.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","203","1049835","0.0-110.0-0.0","330.5","","","","","","","","51","0,0,1","1","city","48","probe-12","0.26706670377484476","0.18580609788880556","0.6352401130208231","1","","","","","","","",""
"","html-keyboard-response","204","1050836","0.0-110.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","205","1056215","0.0-111.0-0.0","843.7000000029802","","","","","","","","51","0,0,1","1","city","49","probe-209","0.3564552782094769","0.13265007291281922","0.4400835229634166","1","","","","","","","",""
"","html-keyboard-response","206","1057216","0.0-111.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","207","1062421","0.0-112.0-0.0","671.7000000029802","","","","","","","","51","0,1,0","1","city","50","probe-83","0.20807058568157977","0.08692307639617954","0.44418805040285836","0","","","","","","","",""
"","html-keyboard-response","208","1063422","0.0-112.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","209","1068124","0.0-113.0-0.0","168.5","","","","","","","","50","0,0,0","1","city","51","probe-61","0.29628021655645437","0.0633071537844557","0.4606029722620322","0","","","","","","","",""
"","html-keyboard-response","210","1069126","0.0-113.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","211","1074566","0.0-114.0-0.0","907.7000000029802","","","","","","","","51","0,0,1","1","city","52","probe-24","0.3004050992780003","0.11641748273716357","0.6092942781979807","1","","","","","","","",""
"","html-keyboard-response","212","1075568","0.0-114.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","213","1080677","0.0-115.0-0.0","571.1000000089407","","","","","","","","51","0,0,1","1","city","53","probe-41","0.20980290703658383","0.16491576550433426","0.6033807007542822","1","","","","","","","",""
"","html-keyboard-response","214","1081680","0.0-115.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","215","1087114","0.0-116.0-0.0","898.2999999970198","","","","","","","","51","0,0,1","1","city","54","probe-116","0.18101948840563345","0.1389526464096869","0.6102183804731118","1","","","","","","","",""
"","html-keyboard-response","216","1088114","0.0-116.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","217","1093464","0.0-117.0-0.0","817.9000000059605","","","","","","","","51","1,1,1","1","city","55","probe-76","0.10195489680423368","0.22019430025620715","0.5791513993277909","1","","","","","","","",""
"","html-keyboard-response","218","1094466","0.0-117.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","219","1099705","0.0-118.0-0.0","706.3999999910593","","","","","","","","51","0,1,0","1","city","56","probe-97","0.11960755410324601","0.10716721642912458","0.5428929861551621","0","","","","","","","",""
"","html-keyboard-response","220","1100711","0.0-118.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","221","1106544","0.0-119.0-0.0","1289.3999999910593","","","","","","","","51","0,1,1","1","city","57","probe-159","0.15342291782861933","0.12538851993723657","0.6137827621040153","1","","","","","","","",""
"","html-keyboard-response","222","1107550","0.0-119.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","223","1112796","0.0-120.0-0.0","706.2999999970198","","","","","","","","51","0,0,1","1","city","58","probe-177","0.176266770784501","0.17578205645162434","0.5424853819646511","1","","","","","","","",""
"","html-keyboard-response","224","1113798","0.0-120.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","225","1119723","0.0-121.0-0.0","1390.199999988079","","","","","","","","51","1,0,0","1","city","59","probe-188","0.2722330902254945","0.17032987332721733","0.5759906531075066","0","","","","","","","",""
"","html-keyboard-response","226","1120729","0.0-121.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","227","1125824","0.0-122.0-0.0","550","","","","","","","","50","1,0,1","1","city","60","probe-171","0.21223046732461687","0.05893278344942624","0.6796896292321941","0","","","","","","","",""
"","html-keyboard-response","228","1126830","0.0-122.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","229","1131803","0.0-123.0-0.0","431","","","","","","","","51","1,0,0","1","city","61","probe-104","0.10679045924361016","0.23652238843887233","0.8072756537214548","0","","","","","","","",""
"","html-keyboard-response","230","1132807","0.0-123.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","231","1137804","0.0-124.0-0.0","452.5","","","","","","","","49","0,0,1","1","city","62","probe-208","0.19669750001488118","0.12138545311595511","0.7176264293815606","0","","","","","","","",""
"","html-keyboard-response","232","1138807","0.0-124.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","233","1143738","0.0-125.0-0.0","390.29999999701977","","","","","","","","51","0,0,1","1","city","63","probe-169","0.06681081095750986","0.08458375203067198","0.6890104504601312","1","","","","","","","",""
"","html-keyboard-response","234","1144741","0.0-125.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","235","1149882","0.0-126.0-0.0","598.2999999970198","","","","","","","","51","0,0,0","1","city","64","probe-21","0.3899740695718199","0.17839597752016265","0.6822058873726065","0","","","","","","","",""
"","html-keyboard-response","236","1150888","0.0-126.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","237","1155910","0.0-127.0-0.0","485.09999999403954","","","","","","","","50","1,0,0","1","city","65","probe-05","0.4494175715291768","0.10458333098013935","0.5756077581976092","0","","","","","","","",""
"","html-keyboard-response","238","1156917","0.0-127.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","239","1161513","0.0-128.0-0.0","57.20000000298023","","","","","","","","51","0,0,0","1","city","66","probe-17","0.3268154790828357","0.19372969942025417","0.5970005509717693","0","","","","","","","",""
"","html-keyboard-response","240","1162519","0.0-128.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","241","1167069","0.0-129.0-0.0","8.700000002980232","","","","","","","","51","0,0,1","1","city","67","probe-46","0.22725008171645278","0.1115882844870702","0.6958976853772033","1","","","","","","","",""
"","html-keyboard-response","242","1168070","0.0-129.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","243","1173048","0.0-130.0-0.0","435.20000000298023","","","","","","","","51","0,0,1","1","city","68","probe-201","0.16245254154909033","0.15008462212888998","0.7721282464758737","1","","","","","","","",""
"","html-keyboard-response","244","1174053","0.0-130.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","245","1179816","0.0-131.0-0.0","1220","","","","","","","","51","0,0,0","1","city","69","probe-154","0.2769501112988057","0.12359879175199723","0.6364981568132277","0","","","","","","","",""
"","html-keyboard-response","246","1180820","0.0-131.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_bye","247","1182324","0.0-132.0-0.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","248","1188330","0.0-133.0-0.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","249","1189836","0.0-133.0-1.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","250","1195324","0.0-134.0-0.0","949.5","","","","","","","","51","0,0,1","2","countryside","70","probe-179","0.2582997055269719","0.07546791018005047","1","1","","","","","","","",""
"","html-keyboard-response","251","1196328","0.0-134.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","252","1202091","0.0-135.0-0.0","1218.7999999970198","","","","","","","","51","0,0,1","2","countryside","71","probe-77","0.44617664456239015","0.05337265087557638","1","1","","","","","","","",""
"","html-keyboard-response","253","1203098","0.0-135.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","254","1208702","0.0-136.0-0.0","1063.7999999970198","","","","","","","","51","1,0,1","2","countryside","72","probe-29","0.38541343952008406","0.23142426879095954","0.8812683506651457","1","","","","","","","",""
"","html-keyboard-response","255","1209708","0.0-136.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","256","1214782","0.0-137.0-0.0","530.7999999970198","","","","","","","","51","0,0,1","2","countryside","73","probe-102","0.3906476751673138","0.3488068902055464","0.8999050248310401","1","","","","","","","",""
"","html-keyboard-response","257","1215785","0.0-137.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","258","1221026","0.0-138.0-0.0","699.2999999970198","","","","","","","","51","0,1,1","2","countryside","74","probe-35","0.3386216805388038","0.289033074959289","0.7179849390201277","1","","","","","","","",""
"","html-keyboard-response","259","1222031","0.0-138.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","260","1227284","0.0-139.0-0.0","708.1000000089407","","","","","","","","51","1,0,1","2","countryside","75","probe-151","0.32731502229110887","0.2534522115888443","0.7265508294321732","1","","","","","","","",""
"","html-keyboard-response","261","1228285","0.0-139.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","262","1233351","0.0-140.0-0.0","523.2000000029802","","","","","","","","51","0,0,1","2","countryside","76","probe-216","0.2813369642254218","0.16299484499895234","0.7296516082577875","1","","","","","","","",""
"","html-keyboard-response","263","1234357","0.0-140.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","264","1239484","0.0-141.0-0.0","586.1000000089407","","","","","","","","51","0,0,0","2","countryside","77","probe-193","0.31572878882902233","0.06488039966635377","0.6824634568669353","0","","","","","","","",""
"","html-keyboard-response","265","1240490","0.0-141.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","266","1245575","0.0-142.0-0.0","541.3999999910593","","","","","","","","50","0,0,1","2","countryside","78","probe-02","0.3507240202185563","0.06526617825958954","0.6879276297024981","0","","","","","","","",""
"","html-keyboard-response","267","1246578","0.0-142.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","268","1251658","0.0-143.0-0.0","536.6999999880791","","","","","","","","49","0,0,0","2","countryside","79","probe-167","0.28730276163299484","0.1669480805999057","0.6887281474186667","0","","","","","","","",""
"","html-keyboard-response","269","1252663","0.0-143.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","270","1257685","0.0-144.0-0.0","481.79999999701977","","","","","","","","51","0,0,1","2","countryside","80","probe-146","0.28190742987495104","0.2281268202230467","0.7528820063551228","1","","","","","","","",""
"","html-keyboard-response","271","1258691","0.0-144.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","272","1263837","0.0-145.0-0.0","606","","","","","","","","51","0,0,1","2","countryside","81","probe-191","0.3910359878898853","0.2866320459049355","0.7236563265434864","1","","","","","","","",""
"","html-keyboard-response","273","1264839","0.0-145.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","274","1269874","0.0-146.0-0.0","493.20000000298023","","","","","","","","51","1,1,0","2","countryside","82","probe-50","0.41396897505115887","0.24321195024975262","0.3712350189068654","0","","","","","","","",""
"","html-keyboard-response","275","1270876","0.0-146.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","276","1276000","0.0-147.0-0.0","580","","","","","","","","51","0,0,0","2","countryside","83","probe-160","0.43349082866241","0.10597454778081807","0.22147743673709613","0","","","","","","","",""
"","html-keyboard-response","277","1277006","0.0-147.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","278","1281968","0.0-148.0-0.0","419","","","","","","","","51","0,0,0","2","countryside","84","probe-131","0.6343063413369867","0.11954075106912995","0.23014803039521173","0","","","","","","","",""
"","html-keyboard-response","279","1282972","0.0-148.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","280","1288038","0.0-149.0-0.0","523","","","","","","","","49","1,0,1","2","countryside","85","probe-168","0.5536180796769129","0.08847631373643976","0.2171401441747415","1","","","","","","","",""
"","html-keyboard-response","281","1289040","0.0-149.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","282","1295132","0.0-150.0-0.0","1548.1000000089407","","","","","","","","49","1,0,1","2","countryside","86","probe-111","0.5711992521538389","0.13143624241411722","0.27574596946668406","1","","","","","","","",""
"","html-keyboard-response","283","1296135","0.0-150.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","284","1301263","0.0-151.0-0.0","587.7000000029802","","","","","","","","49","1,0,0","2","countryside","87","probe-99","0.6305145536663035","0.32555914157337584","0.18262218095552754","1","","","","","","","",""
"","html-keyboard-response","285","1302269","0.0-151.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","286","1307430","0.0-152.0-0.0","616.2999999970198","","","","","","","","49","0,1,0","2","countryside","88","probe-101","0.5864735013563724","0.36392808359002293","0.08564124709526509","0","","","","","","","",""
"","html-keyboard-response","287","1308432","0.0-152.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","288","1313469","0.0-153.0-0.0","499.70000000298023","","","","","","","","49","1,0,0","2","countryside","89","probe-170","0.651312924373363","0.3316411067789752","0.14544403795994054","1","","","","","","","",""
"","html-keyboard-response","289","1314472","0.0-153.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","290","1319854","0.0-154.0-0.0","845.6000000089407","","","","","","","","49","1,1,0","2","countryside","90","probe-19","0.5729923410402139","0.22905109810693397","0.07065377138806012","1","","","","","","","",""
"","html-keyboard-response","291","1320860","0.0-154.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","292","1325956","0.0-155.0-0.0","552.5","","","","","","","","49","1,0,0","2","countryside","91","probe-189","0.7112599544598647","0.3039272042187281","0.11356554535605405","1","","","","","","","",""
"","html-keyboard-response","293","1326957","0.0-155.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","294","1332397","0.0-156.0-0.0","902.5999999940395","","","","","","","","49","1,0,0","2","countryside","92","probe-08","0.6646379508477837","0.17871656129681796","0.1815098571214197","1","","","","","","","",""
"","html-keyboard-response","295","1333404","0.0-156.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
