success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,island_num,passed
,do_trial,138,290581,0.0-79.0-0.0,355.29999999701977,,,,,,49,1,0,0,0,mountain,28,0.6210242543986783,0.24119081916327506,0.1341636834679323,1,learn,,
,html-keyboard-response,139,291590,0.0-79.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,140,294996,0.0-80.0-0.0,898.5,,,,,,49,0,1,0,0,mountain,29,0.6502744474784548,0.38050443811489965,0.12323953731745256,0,learn,,
,html-keyboard-response,141,296003,0.0-80.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_bye,142,297522,0.0-81.0-0.0,null,,,,,,null,,,,,,,,,,,
,do_travel,143,306534,0.0-82.0-0.0,null,,,,,,null,,,,,,,,,,,
,do_welcome,144,310555,0.0-82.0-1.0,null,,,,,,null,,,,,,,,,,,
,do_trial,145,316570,0.0-83.0-0.0,null,,,,,,null,1,0,0,1,countryside,30,1,0.28798638406443205,0.05653338696829228,,learn,,
,html-keyboard-response,146,317577,0.0-83.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,147,320321,0.0-84.0-0.0,238.5,,,,,,49,1,0,0,1,countryside,31,1,0.3412295153736845,0.0845970393571959,1,learn,,
,html-keyboard-response,148,321327,0.0-84.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,149,324203,0.0-85.0-0.0,369.40000000596046,,,,,,49,1,0,1,1,countryside,32,1,0.2695259657040792,0.2581503517843573,1,learn,,
,html-keyboard-response,150,325212,0.0-85.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,151,328015,0.0-86.0-0.0,293.8999999910593,,,,,,49,1,1,0,1,countryside,33,0.8313805226740438,0.22433376777296482,0.07479066659309686,1,learn,,
,html-keyboard-response,152,329022,0.0-86.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,153,332545,0.0-87.0-0.0,1006.7999999970198,,,,,,49,0,0,0,1,countryside,34,0.6973829627640032,0.19013667819886634,0.15657217090378958,0,learn,,
,html-keyboard-response,154,333554,0.0-87.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,155,337064,0.0-88.0-0.0,998.1000000089407,,,,,,49,0,0,0,1,countryside,35,0.648556277275845,0.23760148310578344,0.11106752196651831,0,learn,,
,html-keyboard-response,156,338073,0.0-88.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,157,340848,0.0-89.0-0.0,270,,,,,,49,1,0,0,1,countryside,36,0.6050814417951551,0.26728797032106055,0.10061533374845866,1,learn,,
,html-keyboard-response,158,341854,0.0-89.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,159,345333,0.0-90.0-0.0,975.8000000119209,,,,,,49,0,1,1,1,countryside,37,0.5424446344119143,0.40799890002167544,0.13649384990380312,0,learn,,
,html-keyboard-response,160,346347,0.0-90.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,161,349001,0.0-91.0-0.0,141.79999999701977,,,,,,49,0,0,0,1,countryside,38,0.6037690202598963,0.20436369520284742,0.08508006610719178,0,learn,,
,html-keyboard-response,162,350009,0.0-91.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,163,353895,0.0-92.0-0.0,1369.5999999940395,,,,,,49,1,0,0,1,countryside,39,0.4998840829381308,0.12551470673971435,0.12161250654346688,1,learn,,
,html-keyboard-response,164,354902,0.0-92.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,165,357645,0.0-93.0-0.0,237.70000000298023,,,,,,49,0,0,0,1,countryside,40,0.4477016157874845,0.12009583661548796,0.07476287861572875,0,learn,,
,html-keyboard-response,166,358655,0.0-93.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,167,361506,0.0-94.0-0.0,345.79999999701977,,,,,,49,0,0,1,1,countryside,41,0.38708982647123147,0.1400773850595736,0.16792336473021352,0,learn,,
,html-keyboard-response,168,362511,0.0-94.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,169,365501,0.0-95.0-0.0,476.40000000596046,,,,,,49,1,0,1,1,countryside,42,0.12815531921007373,0.13138401491225912,0.28997484939311413,1,learn,,
,html-keyboard-response,170,366519,0.0-95.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,171,369279,0.0-96.0-0.0,246.3999999910593,,,,,,49,0,0,0,1,countryside,43,0.24487901625542532,0.3211982849651205,0.39890016059198247,0,learn,,
,html-keyboard-response,172,370289,0.0-96.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,173,372982,0.0-97.0-0.0,182.3999999910593,,,,,,49,0,1,0,1,countryside,44,0.2461755656358367,0.5413131842738867,0.464371057114475,0,learn,,
,html-keyboard-response,174,373986,0.0-97.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,175,376794,0.0-98.0-0.0,293.80000001192093,,,,,,49,0,0,1,1,countryside,45,0.15716777116018596,0.5157105939063295,0.5447337247053039,0,learn,,
,html-keyboard-response,176,377803,0.0-98.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,177,380609,0.0-99.0-0.0,291.90000000596046,,,,,,49,0,1,0,1,countryside,46,0.1817118912784548,0.5664916392381794,0.31477990095196456,0,learn,,
,html-keyboard-response,178,381612,0.0-99.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,179,384579,0.0-100.0-0.0,456,,,,,,49,0,0,0,1,countryside,47,0.1719528939009243,0.6631754283958655,0.2767181872424029,0,learn,,
,html-keyboard-response,180,385585,0.0-100.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,181,388329,0.0-101.0-0.0,235.40000000596046,,,,,,49,0,0,1,1,countryside,48,0.14917652171899992,0.6960770873685805,0.29310089403885836,0,learn,,
,html-keyboard-response,182,389343,0.0-101.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,183,392094,0.0-102.0-0.0,232,,,,,,49,0,1,0,1,countryside,49,0.15847144485068537,0.6904778793005276,0.34621393503278297,0,learn,,
,html-keyboard-response,184,393102,0.0-102.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,185,397027,0.0-103.0-0.0,1407.7999999970198,,,,,,49,0,1,1,1,countryside,50,0.05597580313556575,0.7361013783466899,0.30215906343209975,0,learn,,
,html-keyboard-response,186,398036,0.0-103.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,187,401407,0.0-104.0-0.0,865.4000000059605,,,,,,49,0,0,0,1,countryside,51,0.09580871545826261,0.5868069765460711,0.36099963730073875,0,learn,,
,html-keyboard-response,188,402411,0.0-104.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,189,405219,0.0-105.0-0.0,295.5,,,,,,49,0,0,0,1,countryside,52,0.10131393961320441,0.4125245091955998,0.40536513338450664,0,learn,,
,html-keyboard-response,190,406228,0.0-105.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,191,409137,0.0-106.0-0.0,397.5,,,,,,49,0,0,1,1,countryside,53,0.12359652932534662,0.45873801783181206,0.4460561862340648,0,learn,,
,html-keyboard-response,192,410143,0.0-106.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,193,413594,0.0-107.0-0.0,935.2000000029802,,,,,,49,0,0,1,1,countryside,54,0.06716617485246974,0.4516957789420555,0.29680910632860324,0,learn,,
,html-keyboard-response,194,414602,0.0-107.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,195,417737,0.0-108.0-0.0,626.4000000059605,,,,,,49,0,1,1,1,countryside,55,0.11781876364897978,0.6479595090474921,0.2659629140306131,0,learn,,
,html-keyboard-response,196,418740,0.0-108.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,197,422209,0.0-109.0-0.0,962.2000000029802,,,,,,49,0,0,0,1,countryside,56,0.15265639455927102,0.5905783132386341,0.19154898870436263,0,learn,,
,html-keyboard-response,198,423223,0.0-109.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,199,425992,0.0-110.0-0.0,254.19999998807907,,,,,,49,0,1,0,1,countryside,57,0.08770035098509318,0.6595174281955644,0.1170089780587521,0,learn,,
,html-keyboard-response,200,426996,0.0-110.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,201,429779,0.0-111.0-0.0,271.5,,,,,,49,0,1,0,1,countryside,58,0.07451832886163733,0.5991718089387263,0.13525254313066898,0,learn,,
,html-keyboard-response,202,430783,0.0-111.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,203,433519,0.0-112.0-0.0,228.70000000298023,,,,,,49,0,1,0,1,countryside,59,0.06021008604857597,0.627996203744678,0.13676308588369893,0,learn,,
,html-keyboard-response,204,434525,0.0-112.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,205,437308,0.0-113.0-0.0,276.59999999403954,,,,,,49,0,1,0,1,countryside,60,0.14628826680965154,0.7047354052319537,0.2727416557153887,0,learn,,
,html-keyboard-response,206,438316,0.0-113.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,207,441067,0.0-114.0-0.0,240.59999999403954,,,,,,49,0,1,0,1,countryside,61,0.10676879123604233,0.7385232978351115,0.14638029724780294,0,learn,,
,html-keyboard-response,208,442072,0.0-114.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,209,445016,0.0-115.0-0.0,438.70000000298023,,,,,,49,0,1,0,1,countryside,62,0.11356820148796326,0.705757748375203,0.10040025633957904,0,learn,,
,html-keyboard-response,210,446026,0.0-115.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,211,449688,0.0-116.0-0.0,1149.5,,,,,,49,1,1,0,1,countryside,63,0.16591093913216923,0.6878673891759729,0.13910862245520253,1,learn,,
,html-keyboard-response,212,450705,0.0-116.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,213,453594,0.0-117.0-0.0,381.09999999403954,,,,,,49,0,1,1,1,countryside,64,0.20044131297441123,0.6768696008033073,0.32818395969630976,0,learn,,
,html-keyboard-response,214,454601,0.0-117.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,215,457367,0.0-118.0-0.0,245.79999999701977,,,,,,49,0,0,0,1,countryside,65,0.10690184637440478,0.5878260613562198,0.23167291581202687,0,learn,,
,html-keyboard-response,216,458383,0.0-118.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,217,461204,0.0-119.0-0.0,315.5,,,,,,49,0,0,0,1,countryside,66,0.16800460570821804,0.5257460897876206,0.22635693486685604,0,learn,,
,html-keyboard-response,218,462208,0.0-119.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,219,465836,0.0-120.0-0.0,1118,,,,,,49,0,1,0,1,countryside,67,0.3330636479484997,0.632429725313126,0.19382271277657406,0,learn,,
,html-keyboard-response,220,466850,0.0-120.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,221,471056,0.0-121.0-0.0,1694.2999999970198,,,,,,49,1,0,1,1,countryside,68,0.25071303382278715,0.4788192436220159,0.19502602511669181,1,learn,,
,html-keyboard-response,222,472058,0.0-121.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,223,474896,0.0-122.0-0.0,326.90000000596046,,,,,,49,0,0,0,1,countryside,69,0.19764204835708477,0.4859403097336016,0.10586251494308536,0,learn,,
,html-keyboard-response,224,475900,0.0-122.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_bye,225,477408,0.0-123.0-0.0,null,,,,,,null,,,,,,,,,,,
,do_travel,226,486421,0.0-124.0-0.0,null,,,,,,null,,,,,,,,,,,
,do_welcome,227,490436,0.0-124.0-1.0,null,,,,,,null,,,,,,,,,,,
,do_trial,228,493473,0.0-125.0-0.0,525.7999999970198,,,,,,49,0,1,0,2,city,70,0.05831245023331343,1,0.31305024414912036,0,learn,,
,html-keyboard-response,229,494489,0.0-125.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,230,497535,0.0-126.0-0.0,526.8999999910593,,,,,,49,0,1,0,2,city,71,0.26164219065415795,1,0.3355246037900612,0,learn,,
,html-keyboard-response,231,498540,0.0-126.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,232,501458,0.0-127.0-0.0,408.6000000089407,,,,,,49,1,1,1,2,city,72,0.14532954867450731,0.8492942399807147,0.33694436359137186,1,learn,,
,html-keyboard-response,233,502465,0.0-127.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,234,505344,0.0-128.0-0.0,357.20000000298023,,,,,,49,0,1,1,2,city,73,0.24221024627512477,0.8276094475398876,0.33695205965671676,0,learn,,
,html-keyboard-response,235,506351,0.0-128.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,236,509560,0.0-129.0-0.0,703,,,,,,49,0,0,0,2,city,74,0.05878853772930104,0.6172754596869995,0.3245961306869924,0,learn,,
,html-keyboard-response,237,510571,0.0-129.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,238,513438,0.0-130.0-0.0,351,,,,,,49,0,1,0,2,city,75,0.12926058086116327,0.5523621921643214,0.39556252417707627,0,learn,,
,html-keyboard-response,239,514447,0.0-130.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,240,517606,0.0-131.0-0.0,649.5999999940395,,,,,,49,0,1,0,2,city,76,0.06670946331052749,0.6013719367667474,0.2936879046557756,0,learn,,
,html-keyboard-response,241,518622,0.0-131.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,242,521382,0.0-132.0-0.0,239.70000000298023,,,,,,49,0,1,0,2,city,77,0.1427426964127413,0.574073918955949,0.3977674224030126,0,learn,,
,html-keyboard-response,243,522392,0.0-132.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,244,525125,0.0-133.0-0.0,221.5,,,,,,49,0,0,1,2,city,78,0.08210365130912596,0.6515454632971125,0.48643483789124814,0,learn,,
,html-keyboard-response,245,526138,0.0-133.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,246,529015,0.0-134.0-0.0,364.20000000298023,,,,,,49,0,0,1,2,city,79,0.07776370498450579,0.7012360593967547,0.4428576510813951,0,learn,,
,html-keyboard-response,247,530020,0.0-134.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,248,535102,0.0-135.0-0.0,2576.8999999910593,,,,,,49,0,1,0,2,city,80,0.16951807358607288,0.5719788433431917,0.3343348228733165,0,learn,,
,html-keyboard-response,249,536104,0.0-135.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,250,539080,0.0-136.0-0.0,468.90000000596046,,,,,,49,0,0,1,2,city,81,0.3270681879986035,0.6200326244981288,0.3080879671716314,0,learn,,
,html-keyboard-response,251,540097,0.0-136.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,252,544321,0.0-137.0-0.0,1718.6000000089407,,,,,,49,1,0,1,2,city,82,0.5524661988498595,0.4440167473795609,0.29937466300677384,1,learn,,
,html-keyboard-response,253,545328,0.0-137.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,254,548371,0.0-138.0-0.0,537.2999999970198,,,,,,49,1,0,0,2,city,83,0.49506465139209765,0.3798027495761647,0.1572106077257785,1,learn,,
,html-keyboard-response,255,549373,0.0-138.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,256,552688,0.0-139.0-0.0,796.2000000029802,,,,,,49,0,1,0,2,city,84,0.46233420224258515,0.33547604545628396,0.23149860714804477,0,learn,,
,html-keyboard-response,257,553696,0.0-139.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,258,556416,0.0-140.0-0.0,212.80000001192093,,,,,,49,1,0,0,2,city,85,0.5187075754180039,0.3178916139155435,0.259549266741585,1,learn,,
,html-keyboard-response,259,557421,0.0-140.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,260,560213,0.0-141.0-0.0,282,,,,,,49,1,0,0,2,city,86,0.5663428881784773,0.25190206687357675,0.32954829955489956,1,learn,,
,html-keyboard-response,261,561221,0.0-141.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,262,565017,0.0-142.0-0.0,1282.5,,,,,,49,1,0,0,2,city,87,0.45781207659234846,0.2704275515246111,0.3109095033342368,1,learn,,
,html-keyboard-response,263,566026,0.0-142.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,264,569115,0.0-143.0-0.0,576.7999999970198,,,,,,49,1,0,0,2,city,88,0.6685200062735785,0.26288159562742747,0.3527984527556755,1,learn,,
,html-keyboard-response,265,570120,0.0-143.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,266,572949,0.0-144.0-0.0,323,,,,,,49,1,0,1,2,city,89,0.794820298916617,0.17913960341904864,0.4656680418733226,1,learn,,
,html-keyboard-response,267,573953,0.0-144.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,268,576683,0.0-145.0-0.0,221.3999999910593,,,,,,49,1,0,1,2,city,90,0.7163306294931253,0.23482706927245872,0.31636565170177894,1,learn,,
,html-keyboard-response,269,577687,0.0-145.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,270,580842,0.0-146.0-0.0,643.9000000059605,,,,,,49,0,0,0,2,city,91,0.5718142518464753,0.2562269845336347,0.27843086807437356,0,learn,,
,html-keyboard-response,271,581847,0.0-146.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,272,585556,0.0-147.0-0.0,1199.5999999940395,,,,,,49,1,0,0,2,city,92,0.5618881342237664,0.29646092557073367,0.24035238484544003,1,learn,,
,html-keyboard-response,273,586559,0.0-147.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,274,590361,0.0-148.0-0.0,1297.5,,,,,,49,1,0,1,2,city,93,0.5536077350184142,0.15075861689668935,0.2598898422440918,1,learn,,
,html-keyboard-response,275,591369,0.0-148.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,276,594634,0.0-149.0-0.0,750.5,,,,,,49,1,0,0,2,city,94,0.6161068346190909,0.08733299099010942,0.1396579781676129,1,learn,,
,html-keyboard-response,277,595638,0.0-149.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,278,598653,0.0-150.0-0.0,499.59999999403954,,,,,,49,1,0,0,2,city,95,0.6343978159997626,0.06643949623984587,0.17389047233641663,1,learn,,
,html-keyboard-response,279,599659,0.0-150.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,280,602413,0.0-151.0-0.0,249,,,,,,49,1,1,0,2,city,96,0.594853782920398,0.08277261461240183,0.15038032983017283,1,learn,,
,html-keyboard-response,281,603419,0.0-151.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,282,607994,0.0-152.0-0.0,2066.5999999940395,,,,,,49,1,0,0,2,city,97,0.6356717669179217,0.07505695342804761,0.2053827186170091,1,learn,,
,html-keyboard-response,283,609005,0.0-152.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,284,611557,0.0-153.0-0.0,44.900000005960464,,,,,,49,0,0,0,2,city,98,0.5819774270157422,0.08636487214179864,0.336864789079889,0,learn,,
,html-keyboard-response,285,612568,0.0-153.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,286,615526,0.0-154.0-0.0,440.09999999403954,,,,,,49,1,1,0,2,city,99,0.8846879278868244,0.10521440533596252,0.3265819984780917,1,learn,,
,html-keyboard-response,287,616544,0.0-154.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,288,620534,0.0-155.0-0.0,1480.8999999910593,,,,,,49,1,0,1,2,city,100,0.8419525363363246,0.22163020728157626,0.4009893980335441,1,learn,,
,html-keyboard-response,289,621543,0.0-155.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,290,624135,0.0-156.0-0.0,81.09999999403954,,,,,,49,1,0,1,2,city,101,0.7539940099200054,0.07834487200010185,0.4468288058433285,1,learn,,
,html-keyboard-response,291,625145,0.0-156.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,292,628701,0.0-157.0-0.0,1046,,,,,,49,1,0,0,2,city,102,0.6667116987380493,0.10717238718053002,0.35934550289547934,1,learn,,
,html-keyboard-response,293,629709,0.0-157.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,294,633310,0.0-158.0-0.0,1091.800000011921,,,,,,49,1,0,1,2,city,103,0.7146578407219962,0.0500841515518646,0.22561143131259076,1,learn,,
,html-keyboard-response,295,634318,0.0-158.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,296,637784,0.0-159.0-0.0,962.4000000059605,,,,,,49,1,0,0,2,city,104,0.72478532047578,0.08363608827097098,0.3995099183794931,1,learn,,
,html-keyboard-response,297,638794,0.0-159.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,298,644815,0.0-160.0-0.0,null,,,,,,null,0,0,1,2,city,105,0.6030867757427862,0.16524748090361552,0.3548209769778612,,learn,,
,html-keyboard-response,299,645821,0.0-160.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,300,651123,0.0-161.0-0.0,2793.3999999910593,,,,,,49,0,1,1,2,city,106,0.5538450762111898,0.24150511342467312,0.30718432771869153,0,learn,,
,html-keyboard-response,301,652140,0.0-161.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,302,655426,0.0-162.0-0.0,778.1999999880791,,,,,,49,0,0,0,2,city,107,0.5259926430025599,0.36945644259812754,0.23405305589155034,0,learn,,
,html-keyboard-response,303,656434,0.0-162.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,304,659853,0.0-163.0-0.0,906.9000000059605,,,,,,49,1,0,0,2,city,108,0.5214471781526624,0.3042277883630729,0.272583457256533,1,learn,,
,html-keyboard-response,305,660866,0.0-163.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,306,663986,0.0-164.0-0.0,614,,,,,,49,1,0,0,2,city,109,0.4688897623446065,0.1946968793977171,0.21362473206572813,1,learn,,
,html-keyboard-response,307,664994,0.0-164.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_bye,308,666515,0.0-165.0-0.0,null,,,,,,null,,,,,,,,,,,
,do_travel,309,675522,0.0-166.0-0.0,null,,,,,,null,,,,,,,,,,,
,do_welcome,310,679548,0.0-166.0-1.0,null,,,,,,null,,,,,,,,,,,
,do_trial,311,682905,0.0-167.0-0.0,844.0999999940395,,,,,,49,1,1,0,3,coast,110,1,0.20366039243405776,0.11625343297627301,1,learn,,
,html-keyboard-response,312,683909,0.0-167.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,313,687431,0.0-168.0-0.0,1016.7000000029802,,,,,,49,1,0,0,3,coast,111,1,0.22747382938479788,0.20309239228910575,1,learn,,
,html-keyboard-response,314,688437,0.0-168.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,315,691289,0.0-169.0-0.0,343.09999999403954,,,,,,49,1,0,0,3,coast,112,0.7962360497666289,0.27158594422698296,0.3222452245716736,1,learn,,
,html-keyboard-response,316,692304,0.0-169.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,317,695822,0.0-170.0-0.0,1009.7999999970198,,,,,,49,1,0,0,3,coast,113,0.8244219880682733,0.15733947856857788,0.4173250924708345,1,learn,,
,html-keyboard-response,318,696831,0.0-170.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,319,700172,0.0-171.0-0.0,832.5999999940395,,,,,,49,1,1,1,3,coast,114,0.7526449370278616,0.12401590165674754,0.37482633516850966,1,learn,,
,html-keyboard-response,320,701178,0.0-171.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,321,704824,0.0-172.0-0.0,1137,,,,,,49,1,0,0,3,coast,115,0.6602197715766169,0.054339305283171345,0.31103407206473643,1,learn,,
,html-keyboard-response,322,705829,0.0-172.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,323,711845,0.0-173.0-0.0,null,,,,,,null,1,0,0,3,coast,116,0.7522432717444028,0.05509472691247641,0.2808639687422671,,learn,,
,html-keyboard-response,324,712855,0.0-173.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,325,715736,0.0-174.0-0.0,372.20000000298023,,,,,,49,1,0,0,3,coast,117,0.6155861019028731,0.1722086317038099,0.3131800030071192,1,learn,,
,html-keyboard-response,326,716740,0.0-174.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,327,719519,0.0-175.0-0.0,272.59999999403954,,,,,,49,1,0,1,3,coast,118,0.6439592643793104,0.07826506941307865,0.2926933073983641,1,learn,,
,html-keyboard-response,328,720534,0.0-175.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,329,723393,0.0-176.0-0.0,341.6000000089407,,,,,,49,1,0,1,3,coast,119,0.6226192649195457,0.07084653792247175,0.3327826317638142,1,learn,,
,html-keyboard-response,330,724403,0.0-176.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,331,727177,0.0-177.0-0.0,261.5,,,,,,49,1,0,1,3,coast,120,0.732865078178825,0.15164363841214748,0.3457087142427634,1,learn,,
,html-keyboard-response,332,728182,0.0-177.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,333,730934,0.0-178.0-0.0,245.70000000298023,,,,,,49,0,0,0,3,coast,121,0.8946704526481807,0.2224614457191378,0.29580150471162037,0,learn,,
,html-keyboard-response,334,731939,0.0-178.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,335,735002,0.0-179.0-0.0,557.0999999940395,,,,,,49,0,1,0,3,coast,122,0.6610524543249916,0.487002719085652,0.39419919033546863,0,learn,,
,html-keyboard-response,336,736010,0.0-179.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,337,738921,0.0-180.0-0.0,403,,,,,,49,1,1,0,3,coast,123,0.40732684457347335,0.6516448774133154,0.333600237981195,1,learn,,
,html-keyboard-response,338,739938,0.0-180.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,339,742786,0.0-181.0-0.0,337,,,,,,49,1,1,0,3,coast,124,0.2645847680287739,0.6082432960708701,0.45687978064104234,1,learn,,
,html-keyboard-response,340,743794,0.0-181.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,341,746952,0.0-182.0-0.0,649.2999999970198,,,,,,49,0,1,0,3,coast,125,0.13784151024208577,0.6440172662139999,0.3224703116523475,0,learn,,
,html-keyboard-response,342,747959,0.0-182.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,343,751004,0.0-183.0-0.0,538,,,,,,49,0,0,0,3,coast,126,0.06420518458883193,0.5369537098162419,0.2689072067249664,0,learn,,
,html-keyboard-response,344,752019,0.0-183.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
,do_trial,345,754865,0.0-184.0-0.0,335.29999999701977,,,,,,49,0,0,0,3,coast,127,0.054435686128402896,0.5530012756231429,0.4408988809539829,0,learn,,
,html-keyboard-response,346,755878,0.0-184.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,
