success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,island_num,passed,context_im
,do_trial,130,373994,0.0-73.0-0.0,407.69999998807907,,,,,,51,0,0,0,0,mountain,16,0.5942054044941408,0.2812495954403892,0.11990448659563654,0,learn,,,
,html-keyboard-response,131,374997,0.0-73.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,132,378158,0.0-74.0-0.0,656,,,,,,50,0,0,0,0,mountain,17,0.48658942403356764,0.1969885633303858,0.11023675105768563,0,learn,,,
,html-keyboard-response,133,379160,0.0-74.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,134,381961,0.0-75.0-0.0,295.59999999403954,,,,,,51,1,1,1,0,mountain,18,0.5314322790614363,0.3455814652771978,0.1456695414557632,1,learn,,,
,html-keyboard-response,135,382963,0.0-75.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,136,385814,0.0-76.0-0.0,347,,,,,,51,0,0,0,0,mountain,19,0.6310801366605353,0.1853154225832295,0.056277988885285145,0,learn,,,
,html-keyboard-response,137,386816,0.0-76.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,138,389606,0.0-77.0-0.0,286.2999999821186,,,,,,49,1,0,0,0,mountain,20,0.6566112495385114,0.1955226717626095,0.06108479350451777,1,learn,,,
,html-keyboard-response,139,390608,0.0-77.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,140,393457,0.0-78.0-0.0,341.80000001192093,,,,,,49,1,0,0,0,mountain,21,0.6995091811657035,0.16018538507293215,0.08606328406181232,1,learn,,,
,html-keyboard-response,141,394460,0.0-78.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,142,397828,0.0-79.0-0.0,862.5,,,,,,49,1,0,0,0,mountain,22,0.6341965653467938,0.352182276120964,0.14032825901661306,1,learn,,,
,html-keyboard-response,143,398830,0.0-79.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,144,401622,0.0-80.0-0.0,287.30000001192093,,,,,,49,0,1,1,0,mountain,23,0.5104768822524224,0.37987818039577065,0.1329050302404694,0,learn,,,
,html-keyboard-response,145,402624,0.0-80.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,146,405881,0.0-81.0-0.0,750.5,,,,,,51,1,0,0,0,mountain,24,0.5695351295578919,0.2702200027412729,0.14774355071100068,0,learn,,,
,html-keyboard-response,147,406882,0.0-81.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,148,409664,0.0-82.0-0.0,278.40000000596046,,,,,,51,0,0,0,0,mountain,25,0.461094708949305,0.3037784642485923,0.21210861591392546,0,learn,,,
,html-keyboard-response,149,410666,0.0-82.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,150,413405,0.0-83.0-0.0,236.09999999403954,,,,,,49,0,0,0,0,mountain,26,0.6061514197218216,0.2253227973679106,0.20026828522643111,0,learn,,,
,html-keyboard-response,151,414407,0.0-83.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,152,417328,0.0-84.0-0.0,417.89999997615814,,,,,,50,1,0,0,0,mountain,27,0.6391060429818417,0.21295880455730604,0.1837552847659422,0,learn,,,
,html-keyboard-response,153,418330,0.0-84.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,154,421142,0.0-85.0-0.0,304.5,,,,,,49,1,1,1,0,mountain,28,0.5911334280413872,0.20965699297659934,0.18997311576177514,1,learn,,,
,html-keyboard-response,155,422143,0.0-85.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,156,425071,0.0-86.0-0.0,424.89999997615814,,,,,,49,0,0,0,0,mountain,29,0.42813804387203463,0.05863958942511971,0.23185662815265973,0,learn,,,
,html-keyboard-response,157,426073,0.0-86.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,158,427579,0.0-87.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,159,436583,0.0-88.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,160,440594,0.0-88.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,161,446599,0.0-89.0-0.0,null,,,,,,null,1,0,0,1,countryside,30,1,0.21317459565636265,0.18432014526274046,,learn,,,
,html-keyboard-response,162,447605,0.0-89.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,163,450741,0.0-90.0-0.0,632.0999999940395,,,,,,49,1,1,0,1,countryside,31,1,0.2654530815566813,0.23211275121809563,1,learn,,,
,html-keyboard-response,164,451743,0.0-90.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,165,454914,0.0-91.0-0.0,665.8000000119209,,,,,,49,1,1,1,1,countryside,32,1,0.13732691601937475,0.34241098917559415,1,learn,,,
,html-keyboard-response,166,455916,0.0-91.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,167,458876,0.0-92.0-0.0,454.69999998807907,,,,,,49,1,0,0,1,countryside,33,0.8800113503246836,0.17224578802286172,0.3105479346192702,1,learn,,,
,html-keyboard-response,168,459878,0.0-92.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,169,463129,0.0-93.0-0.0,747.0999999940395,,,,,,49,0,0,0,1,countryside,34,0.6051349755638905,0.34730090917510054,0.0667951487386633,0,learn,,,
,html-keyboard-response,170,464134,0.0-93.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,171,468322,0.0-94.0-0.0,1682.2000000178814,,,,,,50,1,0,0,1,countryside,35,0.5337548765996971,0.45215968348671154,0.17871516563159312,0,learn,,,
,html-keyboard-response,172,469324,0.0-94.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,173,472214,0.0-95.0-0.0,380.69999998807907,,,,,,51,1,1,0,1,countryside,36,0.45406052100482713,0.5155622877235585,0.19123443760468667,0,learn,,,
,html-keyboard-response,174,473216,0.0-95.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,175,476010,0.0-96.0-0.0,288.09999999403954,,,,,,49,0,0,0,1,countryside,37,0.4928815582179651,0.5028568218665198,0.07036261396301724,0,learn,,,
,html-keyboard-response,176,477011,0.0-96.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,177,479797,0.0-97.0-0.0,280.39999997615814,,,,,,49,1,0,0,1,countryside,38,0.45105914805804576,0.386190775774632,0.10219460478503915,1,learn,,,
,html-keyboard-response,178,480799,0.0-97.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,179,483571,0.0-98.0-0.0,269,,,,,,49,0,0,0,1,countryside,39,0.4049677704584697,0.35892751680543916,0.06991639527426798,0,learn,,,
,html-keyboard-response,180,484573,0.0-98.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,181,487726,0.0-99.0-0.0,649.8000000119209,,,,,,49,1,1,0,1,countryside,40,0.4348176670560833,0.4646732759991986,0.08639725791793204,1,learn,,,
,html-keyboard-response,182,488728,0.0-99.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,183,491868,0.0-100.0-0.0,635.7000000178814,,,,,,49,0,0,0,1,countryside,41,0.18090022516357646,0.6247241330383732,0.16628418452343083,0,learn,,,
,html-keyboard-response,184,492870,0.0-100.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,185,495671,0.0-101.0-0.0,298.40000000596046,,,,,,49,0,1,0,1,countryside,42,0.13185873550212474,0.8066506222788364,0.23667469090856663,0,learn,,,
,html-keyboard-response,186,496673,0.0-101.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,187,499551,0.0-102.0-0.0,372.2000000178814,,,,,,50,0,1,0,1,countryside,43,0.27008635973627165,0.8102290348534397,0.1338368379942238,1,learn,,,
,html-keyboard-response,188,500553,0.0-102.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,189,503656,0.0-103.0-0.0,599.2999999821186,,,,,,50,0,0,0,1,countryside,44,0.08704689556220498,0.5911973611379553,0.05569688049781319,0,learn,,,
,html-keyboard-response,190,504658,0.0-103.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,191,507413,0.0-104.0-0.0,251.10000002384186,,,,,,50,0,1,0,1,countryside,45,0.2441574165592214,0.5221330024052546,0.0604486782443075,1,learn,,,
,html-keyboard-response,192,508415,0.0-104.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,193,511230,0.0-105.0-0.0,309.7999999821186,,,,,,50,0,1,0,1,countryside,46,0.0877012519105011,0.5227971436396732,0.18778627341202536,1,learn,,,
,html-keyboard-response,194,512241,0.0-105.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,195,515100,0.0-106.0-0.0,353.5,,,,,,50,1,1,0,1,countryside,47,0.06972758409849869,0.5951489384494004,0.05776352767740217,1,learn,,,
,html-keyboard-response,196,516102,0.0-106.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,197,518855,0.0-107.0-0.0,248.5,,,,,,50,0,0,0,1,countryside,48,0.23346058393082394,0.6380034819215752,0.13606781017180208,0,learn,,,
,html-keyboard-response,198,519857,0.0-107.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,199,522637,0.0-108.0-0.0,274.89999997615814,,,,,,50,0,1,0,1,countryside,49,0.43360358518160735,0.5607545573351991,0.20024573369568774,1,learn,,,
,html-keyboard-response,200,523638,0.0-108.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,201,526547,0.0-109.0-0.0,403,,,,,,50,1,0,0,1,countryside,50,0.45300136638067656,0.5105579053185131,0.25555260017308784,0,learn,,,
,html-keyboard-response,202,527549,0.0-109.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,203,530327,0.0-110.0-0.0,273.2000000178814,,,,,,50,1,0,0,1,countryside,51,0.44642602304873946,0.4658805574071019,0.1916413929625689,0,learn,,,
,html-keyboard-response,204,531329,0.0-110.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,205,534125,0.0-111.0-0.0,290.40000000596046,,,,,,51,0,0,0,1,countryside,52,0.33355193404246064,0.6740566803720612,0.24212259991698556,0,learn,,,
,html-keyboard-response,206,535127,0.0-111.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,207,538176,0.0-112.0-0.0,544.7999999821186,,,,,,51,0,0,0,1,countryside,53,0.2689479255662539,0.7519077382991982,0.26278622241334904,0,learn,,,
,html-keyboard-response,208,539178,0.0-112.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,209,541926,0.0-113.0-0.0,245.40000000596046,,,,,,49,1,1,0,1,countryside,54,0.36703483382092617,0.6155447856829313,0.2500538070002209,1,learn,,,
,html-keyboard-response,210,542927,0.0-113.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,211,545728,0.0-114.0-0.0,296.60000002384186,,,,,,49,0,1,0,1,countryside,55,0.2680995507668613,0.6190121608359983,0.1501234034857899,0,learn,,,
,html-keyboard-response,212,546729,0.0-114.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,213,549608,0.0-115.0-0.0,372.40000000596046,,,,,,50,1,0,0,1,countryside,56,0.25054183020612847,0.6762266070491134,0.09081494192867513,0,learn,,,
,html-keyboard-response,214,550610,0.0-115.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,215,553386,0.0-116.0-0.0,270.40000000596046,,,,,,50,1,1,0,1,countryside,57,0.3779983147275522,0.6918337336682965,0.12733170544373518,1,learn,,,
,html-keyboard-response,216,554389,0.0-116.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,217,557134,0.0-117.0-0.0,240.80000001192093,,,,,,50,0,0,0,1,countryside,58,0.3864817077339488,0.8227796859941299,0.06560156907237595,0,learn,,,
,html-keyboard-response,218,558136,0.0-117.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,219,561116,0.0-118.0-0.0,473.59999999403954,,,,,,50,0,1,0,1,countryside,59,0.5032894062860691,0.8638969895824022,0.09497734069072232,1,learn,,,
,html-keyboard-response,220,562118,0.0-118.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,221,565147,0.0-119.0-0.0,526.7000000178814,,,,,,50,1,1,0,1,countryside,60,0.42810905588900716,0.7593150993118372,0.06583625528820226,1,learn,,,
,html-keyboard-response,222,566148,0.0-119.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,223,569457,0.0-120.0-0.0,805.1999999880791,,,,,,50,0,1,1,1,countryside,61,0.31884714300991457,0.7651992927602627,0.10499309687541114,1,learn,,,
,html-keyboard-response,224,570459,0.0-120.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,225,573443,0.0-121.0-0.0,478.10000002384186,,,,,,50,0,1,0,1,countryside,62,0.2872267082735331,0.6675496243991494,0.12537405298512158,1,learn,,,
,html-keyboard-response,226,574445,0.0-121.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,227,577383,0.0-122.0-0.0,432.39999997615814,,,,,,50,0,1,0,1,countryside,63,0.37510465160630985,0.7799688296907402,0.08310433577965787,1,learn,,,
,html-keyboard-response,228,578384,0.0-122.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,229,581319,0.0-123.0-0.0,430.40000000596046,,,,,,50,0,1,0,1,countryside,64,0.3801901181399572,0.724931368834938,0.09272309733880939,1,learn,,,
,html-keyboard-response,230,582320,0.0-123.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,231,585179,0.0-124.0-0.0,357.2000000178814,,,,,,50,1,0,0,1,countryside,65,0.32186042561840994,0.5962535327534428,0.1195783891139145,0,learn,,,
,html-keyboard-response,232,586181,0.0-124.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,233,589823,0.0-125.0-0.0,1135.7999999821186,,,,,,49,0,0,0,1,countryside,66,0.4288362123048671,0.5781339608945372,0.05219654432680002,0,learn,,,
,html-keyboard-response,234,590825,0.0-125.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,235,593581,0.0-126.0-0.0,252.69999998807907,,,,,,50,0,0,0,1,countryside,67,0.26916485260833745,0.5800789007161578,0.05590958864756341,0,learn,,,
,html-keyboard-response,236,594584,0.0-126.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,237,597368,0.0-127.0-0.0,278.7999999821186,,,,,,51,0,1,0,1,countryside,68,0.25768033681615027,0.6786884671330928,0.09410284135309864,0,learn,,,
,html-keyboard-response,238,598370,0.0-127.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,239,601112,0.0-128.0-0.0,240.09999999403954,,,,,,50,0,1,0,1,countryside,69,0.09819633463477179,0.7018722373942599,0.06428049054512396,1,learn,,,
,html-keyboard-response,240,602114,0.0-128.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,241,603618,0.0-129.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,242,612621,0.0-130.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,243,616642,0.0-130.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,244,622650,0.0-131.0-0.0,null,,,,,,null,0,1,0,2,highway,70,0.2175925707984044,1,0.16057930595235184,,learn,,,
,html-keyboard-response,245,623652,0.0-131.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,246,626858,0.0-132.0-0.0,699.7999999821186,,,,,,49,0,1,0,2,highway,71,0.4252688377427718,1,0.2398930919318967,0,learn,,,
,html-keyboard-response,247,627860,0.0-132.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,248,631007,0.0-133.0-0.0,641.5,,,,,,49,0,0,1,2,highway,72,0.4373162199883941,0.7523184361498098,0.17160455769341276,0,learn,,,
,html-keyboard-response,249,632009,0.0-133.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,250,634880,0.0-134.0-0.0,367.30000001192093,,,,,,50,0,0,0,2,highway,73,0.34475492317936357,0.7199364518139337,0.08906827895216651,0,learn,,,
,html-keyboard-response,251,635881,0.0-134.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,252,638768,0.0-135.0-0.0,384.59999999403954,,,,,,50,1,1,0,2,highway,74,0.32848028278315766,0.6868073218930317,0.07112879072267113,1,learn,,,
,html-keyboard-response,253,639771,0.0-135.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,254,642579,0.0-136.0-0.0,298.40000000596046,,,,,,50,1,1,0,2,highway,75,0.15152497045476496,0.49209021920730084,0.0754070371780493,1,learn,,,
,html-keyboard-response,255,643580,0.0-136.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,256,646856,0.0-137.0-0.0,772.2000000178814,,,,,,50,0,1,0,2,highway,76,0.2659985094407182,0.5350437532223268,0.13461787379477147,1,learn,,,
,html-keyboard-response,257,647857,0.0-137.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,258,651031,0.0-138.0-0.0,670.5999999940395,,,,,,50,0,1,0,2,highway,77,0.3605807961404707,0.552315615412906,0.20428476777346702,1,learn,,,
,html-keyboard-response,259,652033,0.0-138.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,260,655003,0.0-139.0-0.0,467.19999998807907,,,,,,50,1,1,0,2,highway,78,0.22189956796152657,0.41984091289088116,0.16780246395491713,1,learn,,,
,html-keyboard-response,261,656005,0.0-139.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,262,658923,0.0-140.0-0.0,414.89999997615814,,,,,,50,0,0,0,2,highway,79,0.15500204376554622,0.4526306671208882,0.14679504001747165,0,learn,,,
,html-keyboard-response,263,659926,0.0-140.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,264,662810,0.0-141.0-0.0,380.09999999403954,,,,,,50,0,1,0,2,highway,80,0.11193323547034843,0.46671671794338443,0.10683065313229079,1,learn,,,
,html-keyboard-response,265,663812,0.0-141.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,266,666823,0.0-142.0-0.0,508,,,,,,50,0,1,0,2,highway,81,0.1219643516547325,0.5037315056584847,0.1274066378760614,1,learn,,,
,html-keyboard-response,267,667826,0.0-142.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,268,670666,0.0-143.0-0.0,333.5,,,,,,50,0,0,0,2,highway,82,0.3064841387592867,0.3782381835771576,0.1720565786539579,0,learn,,,
,html-keyboard-response,269,671668,0.0-143.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,270,675034,0.0-144.0-0.0,860.2999999821186,,,,,,50,1,0,0,2,highway,83,0.5665798166972856,0.10361958388284961,0.24124248959621755,0,learn,,,
,html-keyboard-response,271,676036,0.0-144.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,272,679167,0.0-145.0-0.0,627.3000000119209,,,,,,50,0,0,1,2,highway,84,0.6044651525127632,0.08680818140779877,0.28768052263046884,0,learn,,,
,html-keyboard-response,273,680168,0.0-145.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,274,683026,0.0-146.0-0.0,353.40000000596046,,,,,,51,0,1,0,2,highway,85,0.46400868573219045,0.09845709949638236,0.3150144933727919,0,learn,,,
,html-keyboard-response,275,684028,0.0-146.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,276,686957,0.0-147.0-0.0,424.5,,,,,,51,1,0,1,2,highway,86,0.7001827577485409,0.0501827257726461,0.30834213844552194,1,learn,,,
,html-keyboard-response,277,687958,0.0-147.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,278,690884,0.0-148.0-0.0,421.90000000596046,,,,,,51,1,0,0,2,highway,87,0.6460101259093601,0.08149537331619829,0.35278194315513306,0,learn,,,
,html-keyboard-response,279,691887,0.0-148.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,280,694716,0.0-149.0-0.0,327,,,,,,51,1,0,0,2,highway,88,0.6265628379148015,0.16265478496929783,0.23493853318030902,0,learn,,,
,html-keyboard-response,281,695718,0.0-149.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,282,698767,0.0-150.0-0.0,545.0999999940395,,,,,,50,1,0,1,2,highway,89,0.6685289136530972,0.1221908957315468,0.37192924580222586,0,learn,,,
,html-keyboard-response,283,699768,0.0-150.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,284,702685,0.0-151.0-0.0,413.69999998807907,,,,,,50,0,0,1,2,highway,90,0.5546289864185993,0.15623001234512257,0.47818380286869394,0,learn,,,
,html-keyboard-response,285,703687,0.0-151.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,286,706467,0.0-152.0-0.0,272.7000000178814,,,,,,49,0,0,0,2,highway,91,0.5359111060884127,0.11793079952496056,0.34162927142354305,0,learn,,,
,html-keyboard-response,287,707469,0.0-152.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,288,710264,0.0-153.0-0.0,291.59999999403954,,,,,,49,1,0,0,2,highway,92,0.4724908558110316,0.06457079025497059,0.28234170309962836,1,learn,,,
,html-keyboard-response,289,711267,0.0-153.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,290,714042,0.0-154.0-0.0,269.80000001192093,,,,,,49,1,0,0,2,highway,93,0.6104676547830414,0.1847472673031051,0.340941048682762,1,learn,,,
,html-keyboard-response,291,715045,0.0-154.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,292,718037,0.0-155.0-0.0,487.40000000596046,,,,,,49,0,1,1,2,highway,94,0.5543992194811266,0.16703217325494316,0.40656893555688634,0,learn,,,
,html-keyboard-response,293,719039,0.0-155.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,294,721909,0.0-156.0-0.0,350.59999999403954,,,,,,49,1,0,1,2,highway,95,0.5124988093957535,0.2035067859395804,0.49901462967442045,1,learn,,,
,html-keyboard-response,295,722911,0.0-156.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,296,726471,0.0-157.0-0.0,1058.2000000178814,,,,,,49,1,0,0,2,highway,96,0.6416708812708263,0.05252368207301894,0.35859685586953743,1,learn,,,
,html-keyboard-response,297,727473,0.0-157.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,298,730460,0.0-158.0-0.0,481.69999998807907,,,,,,49,1,0,0,2,highway,97,0.5986605174040904,0.1084930536075871,0.28133482903895807,1,learn,,,
,html-keyboard-response,299,731462,0.0-158.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,300,734424,0.0-159.0-0.0,456.69999998807907,,,,,,49,1,0,0,2,highway,98,0.45814394492769334,0.15126479212660565,0.1276859375974777,1,learn,,,
,html-keyboard-response,301,735426,0.0-159.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,302,738250,0.0-160.0-0.0,319.09999999403954,,,,,,49,0,0,0,2,highway,99,0.41324963329897885,0.12161404201861074,0.18379994288534535,0,learn,,,
,html-keyboard-response,303,739252,0.0-160.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,304,742015,0.0-161.0-0.0,256.7000000178814,,,,,,49,0,0,1,2,highway,100,0.258031227339,0.10770986929658954,0.19116031843022935,0,learn,,,
,html-keyboard-response,305,743016,0.0-161.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,306,745771,0.0-162.0-0.0,250.59999999403954,,,,,,49,1,1,0,2,highway,101,0.4858451199917696,0.1852837300549648,0.18772089024750038,1,learn,,,
,html-keyboard-response,307,746773,0.0-162.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,308,749711,0.0-163.0-0.0,431.40000000596046,,,,,,49,1,0,1,2,highway,102,0.45203824908583173,0.22641241764968079,0.2928928519560853,1,learn,,,
,html-keyboard-response,309,750712,0.0-163.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,310,754075,0.0-164.0-0.0,860,,,,,,49,1,1,1,2,highway,103,0.6387364640579327,0.06802687107896725,0.3656865558887268,1,learn,,,
,html-keyboard-response,311,755077,0.0-164.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,312,758024,0.0-165.0-0.0,440.69999998807907,,,,,,49,1,0,0,2,highway,104,0.5598235810595641,0.07416157382275042,0.3059078523754258,1,learn,,,
,html-keyboard-response,313,759026,0.0-165.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,314,762197,0.0-166.0-0.0,666.4000000059605,,,,,,49,0,0,0,2,highway,105,0.6828587343033329,0.05507065024664312,0.10771909704075498,0,learn,,,
,html-keyboard-response,315,763200,0.0-166.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,316,766180,0.0-167.0-0.0,475,,,,,,50,1,0,0,2,highway,106,0.5737345095706233,0.12691181952569303,0.14341181476064904,0,learn,,,
,html-keyboard-response,317,767182,0.0-167.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,318,770237,0.0-168.0-0.0,552.0999999940395,,,,,,50,0,1,0,2,highway,107,0.5042627620877791,0.056049701097072475,0.2689624679560269,1,learn,,,
,html-keyboard-response,319,771239,0.0-168.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,320,774520,0.0-169.0-0.0,776.2000000178814,,,,,,50,0,0,1,2,highway,108,0.5312923927083689,0.1296726805258286,0.38493066727769987,0,learn,,,
,html-keyboard-response,321,775521,0.0-169.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,322,780296,0.0-170.0-0.0,2271,,,,,,50,1,0,1,2,highway,109,0.6692294176627259,0.08481858717653953,0.373277882260163,0,learn,,,
,html-keyboard-response,323,781298,0.0-170.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,324,782800,0.0-171.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,325,791804,0.0-172.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,326,795814,0.0-172.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,327,801821,0.0-173.0-0.0,null,,,,,,null,1,0,0,3,forest,110,1,0.08872128891980705,0.3102308835683568,,learn,,,
,html-keyboard-response,328,802823,0.0-173.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,329,808829,0.0-174.0-0.0,null,,,,,,null,1,0,0,3,forest,111,1,0.05150309259815895,0.23082242247682166,,learn,,,
,html-keyboard-response,330,809844,0.0-174.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,331,815850,0.0-175.0-0.0,null,,,,,,null,1,0,1,3,forest,112,0.7534825841571057,0.16329602366811982,0.273854810397379,,learn,,,
,html-keyboard-response,332,816852,0.0-175.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,333,821501,0.0-176.0-0.0,2143,,,,,,49,1,0,0,3,forest,113,0.7508281600137272,0.1281001885147974,0.2440959745407805,1,learn,,,
