success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,island_num,passed,context_im
,do_trial,128,399578,0.0-72.0-0.0,487.5,,,,,,49,0,0,0,0,forest,16,0.5527817832566109,0.2761436140361107,0.1499968127595548,0,learn,,,
,html-keyboard-response,129,400588,0.0-72.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,130,403593,0.0-73.0-0.0,502.5,,,,,,49,1,0,0,0,forest,17,0.5961244687454308,0.33069049755974417,0.10339098115648274,1,learn,,,
,html-keyboard-response,131,404594,0.0-73.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,132,407570,0.0-74.0-0.0,473.8000000715256,,,,,,49,1,1,0,0,forest,18,0.6007259836575398,0.22368265048674374,0.2185909819286605,1,learn,,,
,html-keyboard-response,133,408571,0.0-74.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,134,411652,0.0-75.0-0.0,578.7000000476837,,,,,,49,0,1,0,0,forest,19,0.5463049295170544,0.1746545581820215,0.15030310504165756,0,learn,,,
,html-keyboard-response,135,412654,0.0-75.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,136,415615,0.0-76.0-0.0,458.89999997615814,,,,,,49,1,0,0,0,forest,20,0.5866350734092334,0.22530668531895276,0.13826306666616883,1,learn,,,
,html-keyboard-response,137,416616,0.0-76.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,138,419580,0.0-77.0-0.0,463.39999997615814,,,,,,49,1,0,0,0,forest,21,0.6648799602411135,0.37408349288461185,0.14326025181555563,1,learn,,,
,html-keyboard-response,139,420583,0.0-77.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,140,423598,0.0-78.0-0.0,513.5,,,,,,49,0,0,0,0,forest,22,0.5834819277779789,0.4171695236901726,0.16524504075890725,0,learn,,,
,html-keyboard-response,141,424600,0.0-78.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,142,427656,0.0-79.0-0.0,554.7000000476837,,,,,,49,1,0,0,0,forest,23,0.5564533607511534,0.3087785014206422,0.14887719717072626,1,learn,,,
,html-keyboard-response,143,428658,0.0-79.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,144,431453,0.0-80.0-0.0,293.3000000715256,,,,,,49,0,0,0,0,forest,24,0.559085777611927,0.36569901065755855,0.18939214779940258,0,learn,,,
,html-keyboard-response,145,432455,0.0-80.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,146,435259,0.0-81.0-0.0,302.2000000476837,,,,,,49,0,1,0,0,forest,25,0.5581968690093048,0.4162251578496792,0.22854505282132503,0,learn,,,
,html-keyboard-response,147,436261,0.0-81.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,148,439013,0.0-82.0-0.0,251.20000004768372,,,,,,49,0,0,0,0,forest,26,0.586159402193153,0.3870793943913604,0.11416700054004583,0,learn,,,
,html-keyboard-response,149,440014,0.0-82.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,150,442945,0.0-83.0-0.0,429.8000000715256,,,,,,50,1,0,0,0,forest,27,0.5164935999946557,0.3870118404645321,0.10730958657196508,0,learn,,,
,html-keyboard-response,151,443947,0.0-83.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,152,446865,0.0-84.0-0.0,416.2000000476837,,,,,,51,1,1,0,0,forest,28,0.5313042598710606,0.3980843914145894,0.09798572433150492,0,learn,,,
,html-keyboard-response,153,447866,0.0-84.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,154,450834,0.0-85.0-0.0,467,,,,,,49,0,0,0,0,forest,29,0.513909985511707,0.28299669969396607,0.1413856999899873,0,learn,,,
,html-keyboard-response,155,451835,0.0-85.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,156,453337,0.0-86.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,157,462338,0.0-87.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,158,466345,0.0-87.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,159,470067,0.0-88.0-0.0,1220.8999999761581,,,,,,50,1,1,0,1,highway,30,1,0.2601087739348054,0.2066293224394251,1,learn,,,
,html-keyboard-response,160,471069,0.0-88.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,161,474032,0.0-89.0-0.0,461.5,,,,,,50,1,0,0,1,highway,31,1,0.2505827650598248,0.15645013258078844,0,learn,,,
,html-keyboard-response,162,475033,0.0-89.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,163,478118,0.0-90.0-0.0,583.6000000238419,,,,,,50,1,0,0,1,highway,32,1,0.37467062872881557,0.10342381047806382,0,learn,,,
,html-keyboard-response,164,479133,0.0-90.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,165,481995,0.0-91.0-0.0,358.60000002384186,,,,,,51,1,0,0,1,highway,33,0.8675732533667367,0.4526672255215137,0.07943360642036369,0,learn,,,
,html-keyboard-response,166,482996,0.0-91.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,167,485924,0.0-92.0-0.0,425.89999997615814,,,,,,49,1,0,1,1,highway,34,0.8258507040524318,0.4081929105899083,0.11381392713246037,1,learn,,,
,html-keyboard-response,168,486925,0.0-92.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,169,489735,0.0-93.0-0.0,307.59999990463257,,,,,,49,1,0,0,1,highway,35,0.7377674155056845,0.24833713969886134,0.22624653529649702,1,learn,,,
,html-keyboard-response,170,490736,0.0-93.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,171,493703,0.0-94.0-0.0,464.5,,,,,,49,1,0,0,1,highway,36,0.6285087468484215,0.29488777692850043,0.23789649235768273,1,learn,,,
,html-keyboard-response,172,494704,0.0-94.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,173,497693,0.0-95.0-0.0,486.39999997615814,,,,,,49,1,1,0,1,highway,37,0.6529442921628231,0.4053846510055749,0.14460413722935278,1,learn,,,
,html-keyboard-response,174,498695,0.0-95.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,175,501689,0.0-96.0-0.0,492.89999997615814,,,,,,49,0,0,0,1,highway,38,0.6295008130653696,0.40205558647096007,0.16074228376592334,0,learn,,,
,html-keyboard-response,176,502691,0.0-96.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,177,505654,0.0-97.0-0.0,461,,,,,,49,0,0,0,1,highway,39,0.5585798134876273,0.37771233821149536,0.10233563091817359,0,learn,,,
,html-keyboard-response,178,506655,0.0-97.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,179,509534,0.0-98.0-0.0,376.60000002384186,,,,,,49,1,1,0,1,highway,40,0.5289536109921522,0.36485975541761356,0.09132971380851242,1,learn,,,
,html-keyboard-response,180,510535,0.0-98.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,181,513395,0.0-99.0-0.0,359.2000000476837,,,,,,49,0,0,0,1,highway,41,0.5243158330008317,0.4132411476456613,0.06639361119252178,0,learn,,,
,html-keyboard-response,182,514397,0.0-99.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,183,517323,0.0-100.0-0.0,425.3000000715256,,,,,,49,1,0,0,1,highway,42,0.3137192846778199,0.2949119997068174,0.25579764518412423,1,learn,,,
,html-keyboard-response,184,518325,0.0-100.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,185,521449,0.0-101.0-0.0,623.2000000476837,,,,,,49,0,0,1,1,highway,43,0.17146680708127143,0.21512292415245426,0.4229452318904795,0,learn,,,
,html-keyboard-response,186,522451,0.0-101.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,187,525424,0.0-102.0-0.0,472.10000002384186,,,,,,49,0,0,0,1,highway,44,0.17456297250111313,0.23092269327739012,0.4908751950820362,0,learn,,,
,html-keyboard-response,188,526425,0.0-102.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,189,529271,0.0-103.0-0.0,343.60000002384186,,,,,,50,0,0,0,1,highway,45,0.23275370731524697,0.30320087911873134,0.5773280165478007,0,learn,,,
,html-keyboard-response,190,530273,0.0-103.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,191,533125,0.0-104.0-0.0,350.10000002384186,,,,,,51,1,0,1,1,highway,46,0.36013508202914735,0.2732856315654461,0.6707170641052127,1,learn,,,
,html-keyboard-response,192,534126,0.0-104.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,193,537053,0.0-105.0-0.0,424.2000000476837,,,,,,51,0,0,0,1,highway,47,0.3497295123982142,0.14947037879270184,0.7914221034551747,0,learn,,,
,html-keyboard-response,194,538055,0.0-105.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,195,541072,0.0-106.0-0.0,516.1000000238419,,,,,,49,0,0,0,1,highway,48,0.22485934299468263,0.257853469440037,0.6901510406718679,0,learn,,,
,html-keyboard-response,196,542073,0.0-106.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,197,545012,0.0-107.0-0.0,437.60000002384186,,,,,,49,0,1,1,1,highway,49,0.15984896435477067,0.29161111887070723,0.719954215395469,0,learn,,,
,html-keyboard-response,198,546014,0.0-107.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,199,548827,0.0-108.0-0.0,310.5,,,,,,51,0,0,0,1,highway,50,0.06803136402434724,0.2459645485858203,0.5568504273710143,0,learn,,,
,html-keyboard-response,200,549828,0.0-108.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,201,552669,0.0-109.0-0.0,338.8000000715256,,,,,,51,0,1,0,1,highway,51,0.05148865087975816,0.275531075636348,0.36850186498141996,0,learn,,,
,html-keyboard-response,202,553669,0.0-109.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,203,556498,0.0-110.0-0.0,326.2999999523163,,,,,,50,0,0,1,1,highway,52,0.1297054492708985,0.2517689017048647,0.49657440855321083,0,learn,,,
,html-keyboard-response,204,557500,0.0-110.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,205,560338,0.0-111.0-0.0,336.60000002384186,,,,,,50,1,0,0,1,highway,53,0.10023267555808729,0.23105447874289853,0.5756331797740087,0,learn,,,
,html-keyboard-response,206,561340,0.0-111.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,207,564195,0.0-112.0-0.0,353.7999999523163,,,,,,49,0,1,1,1,highway,54,0.1888448023287883,0.3158568869354994,0.4791198994000058,0,learn,,,
,html-keyboard-response,208,565196,0.0-112.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,209,568268,0.0-113.0-0.0,571.1000000238419,,,,,,49,0,0,1,1,highway,55,0.2634091281704614,0.40636016239545897,0.7002613874512033,0,learn,,,
,html-keyboard-response,210,569283,0.0-113.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,211,572220,0.0-114.0-0.0,435.2000000476837,,,,,,49,0,1,0,1,highway,56,0.12386770111191847,0.49101133395696794,0.6692097430644119,0,learn,,,
,html-keyboard-response,212,573220,0.0-114.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,213,576070,0.0-115.0-0.0,348.5,,,,,,51,0,1,1,1,highway,57,0.2001772315880171,0.525122541928925,0.6188017633902915,1,learn,,,
,html-keyboard-response,214,577071,0.0-115.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,215,579944,0.0-116.0-0.0,370.5,,,,,,51,0,1,1,1,highway,58,0.17018624593426648,0.39128781140330743,0.5916503942210449,1,learn,,,
,html-keyboard-response,216,580945,0.0-116.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,217,583745,0.0-117.0-0.0,299.10000002384186,,,,,,51,0,0,1,1,highway,59,0.09742241539314861,0.23361716219678522,0.5684361141804771,1,learn,,,
,html-keyboard-response,218,584747,0.0-117.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,219,587680,0.0-118.0-0.0,431.2000000476837,,,,,,51,0,0,1,1,highway,60,0.051501284373389966,0.21653297909686772,0.6237451243885231,1,learn,,,
,html-keyboard-response,220,588681,0.0-118.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,221,592376,0.0-119.0-0.0,1192.7000000476837,,,,,,51,0,0,1,1,highway,61,0.14245631197513897,0.26803064564361406,0.6828203647892077,1,learn,,,
,html-keyboard-response,222,593376,0.0-119.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,223,596349,0.0-120.0-0.0,470.5,,,,,,51,0,0,1,1,highway,62,0.105017221608779,0.2312832792322075,0.5966453354999817,1,learn,,,
,html-keyboard-response,224,597350,0.0-120.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,225,600377,0.0-121.0-0.0,525.6999999284744,,,,,,51,0,0,1,1,highway,63,0.12179452021379257,0.3112503447053783,0.5954902955496637,1,learn,,,
,html-keyboard-response,226,601378,0.0-121.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,227,604364,0.0-122.0-0.0,483.89999997615814,,,,,,51,1,0,1,1,highway,64,0.056349877647030415,0.24932094578315817,0.6304943316844568,1,learn,,,
,html-keyboard-response,228,605365,0.0-122.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,229,608289,0.0-123.0-0.0,422,,,,,,51,0,1,1,1,highway,65,0.22956875372604768,0.34944899092166837,0.6349282642246946,1,learn,,,
,html-keyboard-response,230,609290,0.0-123.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,231,613085,0.0-124.0-0.0,1292.2999999523163,,,,,,51,0,0,1,1,highway,66,0.2013121309388192,0.37320831205218147,0.7346863178911858,1,learn,,,
,html-keyboard-response,232,614086,0.0-124.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,233,617578,0.0-125.0-0.0,990.6000000238419,,,,,,51,0,0,1,1,highway,67,0.0694312750027693,0.38164277081270165,0.6581273847254936,1,learn,,,
,html-keyboard-response,234,618594,0.0-125.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,235,621805,0.0-126.0-0.0,709.1000000238419,,,,,,51,0,0,0,1,highway,68,0.08062233898650634,0.2897765483619974,0.5510818623359695,0,learn,,,
,html-keyboard-response,236,622806,0.0-126.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,237,625847,0.0-127.0-0.0,538.8999999761581,,,,,,51,0,0,1,1,highway,69,0.2105600655637555,0.2799730503906231,0.4890959782434623,1,learn,,,
,html-keyboard-response,238,626851,0.0-127.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,239,628365,0.0-128.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,240,637366,0.0-129.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,241,641372,0.0-129.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,242,645269,0.0-130.0-0.0,1396.1999999284744,,,,,,50,0,0,1,2,coast,70,0.2404954793158665,0.07025147136404261,1,0,learn,,,
,html-keyboard-response,243,646271,0.0-130.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,244,649131,0.0-131.0-0.0,357.39999997615814,,,,,,49,0,0,1,2,coast,71,0.24852608465685408,0.060729767310191286,1,0,learn,,,
,html-keyboard-response,245,650133,0.0-131.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,246,653084,0.0-132.0-0.0,448.8000000715256,,,,,,51,0,0,1,2,coast,72,0.15798811820137826,0.26202806448339894,0.8726623789409633,1,learn,,,
,html-keyboard-response,247,654085,0.0-132.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,248,657081,0.0-133.0-0.0,494,,,,,,51,0,0,1,2,coast,73,0.08529378703323374,0.39656053866214025,0.8344097517535994,1,learn,,,
,html-keyboard-response,249,658083,0.0-133.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,250,661123,0.0-134.0-0.0,537.7999999523163,,,,,,51,0,0,1,2,coast,74,0.08109099030876181,0.274444131568611,0.6364095182774926,1,learn,,,
,html-keyboard-response,251,662124,0.0-134.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,252,665515,0.0-135.0-0.0,888.8000000715256,,,,,,51,0,1,1,2,coast,75,0.16186118169313293,0.4015011945527408,0.6235004851044375,1,learn,,,
,html-keyboard-response,253,666516,0.0-135.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,254,669511,0.0-136.0-0.0,493.10000002384186,,,,,,51,0,0,0,2,coast,76,0.12401163955977605,0.35785915046762007,0.615763116750771,0,learn,,,
,html-keyboard-response,255,670512,0.0-136.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,256,673369,0.0-137.0-0.0,355.2000000476837,,,,,,51,0,1,1,2,coast,77,0.11648968684672076,0.4010400058069158,0.5033796882933277,1,learn,,,
,html-keyboard-response,257,674370,0.0-137.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,258,677449,0.0-138.0-0.0,577.6999999284744,,,,,,51,0,0,1,2,coast,78,0.08907527293619787,0.2616272652687706,0.49897180003658315,1,learn,,,
,html-keyboard-response,259,678450,0.0-138.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,260,681577,0.0-139.0-0.0,625.3999999761581,,,,,,51,0,0,0,2,coast,79,0.0643195836744054,0.2756034148159889,0.5365150192997187,0,learn,,,
,html-keyboard-response,261,682578,0.0-139.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,262,685703,0.0-140.0-0.0,622.7000000476837,,,,,,51,1,0,0,2,coast,80,0.23280419723497736,0.3142397908657451,0.5333314880625859,0,learn,,,
,html-keyboard-response,263,686703,0.0-140.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,264,689812,0.0-141.0-0.0,606.8999999761581,,,,,,51,0,0,0,2,coast,81,0.19146190959543194,0.27576767128696483,0.6401370944545655,0,learn,,,
,html-keyboard-response,265,690814,0.0-141.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,266,693757,0.0-142.0-0.0,441.3000000715256,,,,,,49,0,0,0,2,coast,82,0.2953299001343055,0.2849238355057284,0.3222574465643412,0,learn,,,
,html-keyboard-response,267,694758,0.0-142.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,268,697563,0.0-143.0-0.0,304.2000000476837,,,,,,50,0,1,1,2,coast,83,0.4546924267406611,0.3998188070266845,0.5423132879756054,1,learn,,,
,html-keyboard-response,269,698564,0.0-143.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,270,701395,0.0-144.0-0.0,329.39999997615814,,,,,,50,0,0,0,2,coast,84,0.6313427673159671,0.3625062173267428,0.5631812652420473,0,learn,,,
,html-keyboard-response,271,702396,0.0-144.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,272,705224,0.0-145.0-0.0,326.1999999284744,,,,,,50,1,0,1,2,coast,85,0.7587217108275803,0.3275493028406837,0.43533244329221077,0,learn,,,
,html-keyboard-response,273,706226,0.0-145.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,274,709116,0.0-146.0-0.0,389.2000000476837,,,,,,50,1,0,1,2,coast,86,0.6519571259326518,0.14681003571217466,0.25916741532233867,0,learn,,,
,html-keyboard-response,275,710118,0.0-146.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,276,712926,0.0-147.0-0.0,306.8000000715256,,,,,,51,1,1,0,2,coast,87,0.5097960768410594,0.17965858013148606,0.26853079596498286,0,learn,,,
,html-keyboard-response,277,713928,0.0-147.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,278,716884,0.0-148.0-0.0,455,,,,,,51,0,0,0,2,coast,88,0.5500342383608786,0.10547774120220094,0.145843013777141,0,learn,,,
,html-keyboard-response,279,717885,0.0-148.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,280,721038,0.0-149.0-0.0,650.6000000238419,,,,,,49,0,0,0,2,coast,89,0.46633214596937034,0.25112461897694055,0.2792713864843024,0,learn,,,
,html-keyboard-response,281,722039,0.0-149.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,282,724918,0.0-150.0-0.0,376.39999997615814,,,,,,50,1,0,0,2,coast,90,0.5747454258852166,0.17483170564197945,0.4224378016159953,0,learn,,,
,html-keyboard-response,283,725919,0.0-150.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,284,728885,0.0-151.0-0.0,465.10000002384186,,,,,,51,1,0,0,2,coast,91,0.5848731107565398,0.07663727042759974,0.3323696710987878,0,learn,,,
,html-keyboard-response,285,729886,0.0-151.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,286,732751,0.0-152.0-0.0,363.1999999284744,,,,,,50,1,0,0,2,coast,92,0.608947163343633,0.1751443928591248,0.4249250139635414,0,learn,,,
,html-keyboard-response,287,733752,0.0-152.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,288,736674,0.0-153.0-0.0,419.7000000476837,,,,,,50,0,0,1,2,coast,93,0.7043183739678607,0.1802169697371755,0.4410412143091724,0,learn,,,
,html-keyboard-response,289,737676,0.0-153.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,290,740673,0.0-154.0-0.0,495.2000000476837,,,,,,51,0,0,0,2,coast,94,0.7079868646102035,0.22562363262266275,0.3072597006014129,0,learn,,,
,html-keyboard-response,291,741675,0.0-154.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,292,744542,0.0-155.0-0.0,364.89999997615814,,,,,,51,1,0,0,2,coast,95,0.6668402871245841,0.11230074221473295,0.27744509350954016,0,learn,,,
,html-keyboard-response,293,745544,0.0-155.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,294,748469,0.0-156.0-0.0,424.3000000715256,,,,,,49,1,1,1,2,coast,96,0.5965741516972879,0.13690569966743474,0.24175395778792833,1,learn,,,
,html-keyboard-response,295,749470,0.0-156.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,296,752371,0.0-157.0-0.0,399,,,,,,49,1,0,0,2,coast,97,0.5038663092482564,0.10340341193073961,0.25386903176158954,1,learn,,,
,html-keyboard-response,297,753372,0.0-157.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,298,756656,0.0-158.0-0.0,782.3999999761581,,,,,,49,1,0,0,2,coast,98,0.4417811952533121,0.09161722059679848,0.3151946245013903,1,learn,,,
,html-keyboard-response,299,757658,0.0-158.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,300,760647,0.0-159.0-0.0,487.3000000715256,,,,,,49,0,0,0,2,coast,99,0.4269180989150824,0.20017488520575014,0.26399818609306935,0,learn,,,
,html-keyboard-response,301,761649,0.0-159.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,302,764486,0.0-160.0-0.0,335.2000000476837,,,,,,49,0,0,0,2,coast,100,0.5660216012933649,0.14593854186689054,0.28073586357878016,0,learn,,,
,html-keyboard-response,303,765486,0.0-160.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,304,768328,0.0-161.0-0.0,340.1999999284744,,,,,,49,1,0,1,2,coast,101,0.603190346705671,0.12540382566963296,0.21978603856647763,1,learn,,,
,html-keyboard-response,305,769330,0.0-161.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,306,772187,0.0-162.0-0.0,356.2000000476837,,,,,,49,0,0,0,2,coast,102,0.5639550330887264,0.16388311693420424,0.24552274732926666,0,learn,,,
,html-keyboard-response,307,773189,0.0-162.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,308,776257,0.0-163.0-0.0,566,,,,,,49,0,0,1,2,coast,103,0.5726559592709904,0.24254503085918763,0.20299325732123508,0,learn,,,
,html-keyboard-response,309,777258,0.0-163.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,310,780338,0.0-164.0-0.0,578.2999999523163,,,,,,49,1,0,1,2,coast,104,0.552428155992143,0.1491429105326175,0.14578506355949342,1,learn,,,
,html-keyboard-response,311,781340,0.0-164.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,312,784523,0.0-165.0-0.0,681.2000000476837,,,,,,49,1,0,0,2,coast,105,0.6197195248689037,0.08740593584964185,0.10698755302938341,1,learn,,,
,html-keyboard-response,313,785525,0.0-165.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,314,788588,0.0-166.0-0.0,561.3999999761581,,,,,,49,1,0,1,2,coast,106,0.43669713421826784,0.16192597626426863,0.21673679046614577,1,learn,,,
,html-keyboard-response,315,789590,0.0-166.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,316,792682,0.0-167.0-0.0,591,,,,,,49,1,0,0,2,coast,107,0.5902546921562548,0.08027491891551669,0.14129660954655637,1,learn,,,
,html-keyboard-response,317,793684,0.0-167.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,318,796735,0.0-168.0-0.0,550,,,,,,49,1,0,0,2,coast,108,0.6167170087441397,0.11519744772500663,0.12948239456086763,1,learn,,,
,html-keyboard-response,319,797737,0.0-168.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,320,800914,0.0-169.0-0.0,673.1999999284744,,,,,,49,0,0,0,2,coast,109,0.5779424972554675,0.17037797123014892,0.22947462976860095,0,learn,,,
,html-keyboard-response,321,801916,0.0-169.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,322,803417,0.0-170.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,323,812419,0.0-171.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,324,816426,0.0-171.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,325,819980,0.0-172.0-0.0,1050.8999999761581,,,,,,49,1,0,0,3,mountain,110,1,0.18218963834559707,0.3143908099558281,1,learn,,,
,html-keyboard-response,326,820982,0.0-172.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,327,824769,0.0-173.0-0.0,1285.5,,,,,,49,1,1,1,3,mountain,111,1,0.07214986693251711,0.26655178840686444,1,learn,,,
,html-keyboard-response,328,825770,0.0-173.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,329,829073,0.0-174.0-0.0,801.3999999761581,,,,,,49,1,0,0,3,mountain,112,0.8679394161137937,0.09900123599758859,0.21870786742899967,1,learn,,,
,html-keyboard-response,330,830074,0.0-174.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,331,833097,0.0-175.0-0.0,521.2999999523163,,,,,,49,1,0,1,3,mountain,113,0.8812093668203577,0.08974290378530889,0.3627268798743926,1,learn,,,
,html-keyboard-response,332,834098,0.0-175.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
