success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,island_num,passed,context_im,contextArray_ind,pRew_Red,pRew_White,pRew_Black
,html-keyboard-response,129,246710,0.0-74.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,130,250121,0.0-75.0-0.0,906.2000000029802,,,,,,49,0,0,0,0,coast,24,0.8016658861758714,0.2351574937471904,0.06975812296108097,0,learn,,,,,,,
,html-keyboard-response,131,251127,0.0-75.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,132,254269,0.0-76.0-0.0,629.9000000059605,,,,,,49,1,0,0,0,coast,25,0.7499363110919482,0.30896109943481365,0.09534276064447988,1,learn,,,,,,,
,html-keyboard-response,133,255282,0.0-76.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,134,258901,0.0-77.0-0.0,1108.2999999970198,,,,,,49,0,0,0,0,coast,26,0.585082881512098,0.33901372983564076,0.05874816523881222,0,learn,,,,,,,
,html-keyboard-response,135,259917,0.0-77.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,136,265937,0.0-78.0-0.0,null,,,,,,null,1,1,0,0,coast,27,0.6536729955241022,0.2904844327761951,0.19017987769148925,,learn,,,,,,,
,html-keyboard-response,137,266941,0.0-78.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,138,270200,0.0-79.0-0.0,746.2000000029802,,,,,,49,0,1,1,0,coast,28,0.6121858250392779,0.11518381422549294,0.13828000890480116,0,learn,,,,,,,
,html-keyboard-response,139,271205,0.0-79.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,140,274128,0.0-80.0-0.0,407.5,,,,,,49,1,1,0,0,coast,29,0.8129010610462913,0.18909748956104053,0.27584439709373804,1,learn,,,,,,,
,html-keyboard-response,141,275135,0.0-80.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_bye,142,276644,0.0-81.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_travel,143,285653,0.0-82.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_welcome,144,289667,0.0-82.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,145,292827,0.0-83.0-0.0,649.2000000029802,,,,,,49,1,0,0,1,highway,30,1,0.32545344237287943,0.14488760441535664,1,learn,,,,,,,
,html-keyboard-response,146,293834,0.0-83.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,147,296879,0.0-84.0-0.0,533.2000000029802,,,,,,49,1,0,0,1,highway,31,1,0.32348651581312476,0.14254775354514512,1,learn,,,,,,,
,html-keyboard-response,148,297881,0.0-84.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,149,301201,0.0-85.0-0.0,813.2999999970198,,,,,,49,1,0,0,1,highway,32,1,0.2763443834008261,0.1814100591236266,1,learn,,,,,,,
,html-keyboard-response,150,302211,0.0-85.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,151,305889,0.0-86.0-0.0,1172.7000000029802,,,,,,49,1,1,1,1,highway,33,0.8949346372495789,0.13779808271977528,0.1233043475913444,1,learn,,,,,,,
,html-keyboard-response,152,306893,0.0-86.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,153,310742,0.0-87.0-0.0,1329.1000000089407,,,,,,49,0,0,0,1,highway,34,0.702709909616297,0.23572740754883115,0.11719310822788793,0,learn,,,,,,,
,html-keyboard-response,154,311756,0.0-87.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,155,315232,0.0-88.0-0.0,968.5999999940395,,,,,,49,1,0,0,1,highway,35,0.7732054923426972,0.311896709136032,0.0521935931236379,1,learn,,,,,,,
,html-keyboard-response,156,316249,0.0-88.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,157,319788,0.0-89.0-0.0,1026.5,,,,,,49,1,0,1,1,highway,36,0.5989766911970613,0.2105253414765393,0.20316514934824567,1,learn,,,,,,,
,html-keyboard-response,158,320800,0.0-89.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,159,326817,0.0-90.0-0.0,null,,,,,,null,0,0,0,1,highway,37,0.6936799579275944,0.3118037075988668,0.2258416251590739,,learn,,,,,,,
,html-keyboard-response,160,327826,0.0-90.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,161,330594,0.0-91.0-0.0,261.5,,,,,,49,1,1,0,1,highway,38,0.6710297408254137,0.360817764376208,0.12038840951602266,1,learn,,,,,,,
,html-keyboard-response,162,331599,0.0-91.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,163,334543,0.0-92.0-0.0,432.59999999403954,,,,,,49,1,0,0,1,highway,39,0.6699815981427135,0.4159960698902956,0.12458200415894326,1,learn,,,,,,,
,html-keyboard-response,164,335556,0.0-92.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,165,338821,0.0-93.0-0.0,757.1999999880791,,,,,,49,0,1,0,1,highway,40,0.6071786721714171,0.41683098226092336,0.15347658953976182,0,learn,,,,,,,
,html-keyboard-response,166,339831,0.0-93.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,167,343000,0.0-94.0-0.0,663.3999999910593,,,,,,49,1,0,0,1,highway,41,0.6992088916219011,0.45165048962826193,0.13183996116977442,1,learn,,,,,,,
,html-keyboard-response,168,344008,0.0-94.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,169,348240,0.0-95.0-0.0,1727.5999999940395,,,,,,49,0,1,0,1,highway,42,0.42163687571170094,0.2737567413088086,0.2771025571471126,0,learn,,,,,,,
,html-keyboard-response,170,349258,0.0-95.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,171,352116,0.0-96.0-0.0,343.09999999403954,,,,,,49,1,0,1,1,highway,43,0.20189657399569086,0.21405395942190575,0.385599103805119,1,learn,,,,,,,
,html-keyboard-response,172,353124,0.0-96.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,173,355866,0.0-97.0-0.0,232.6000000089407,,,,,,49,0,0,1,1,highway,44,0.3161785444274757,0.2269073209509671,0.43019065779811544,0,learn,,,,,,,
,html-keyboard-response,174,356874,0.0-97.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,175,360083,0.0-98.0-0.0,697.7999999970198,,,,,,49,0,0,1,1,highway,45,0.3234204981755168,0.10755995265614711,0.523125540101271,0,learn,,,,,,,
,html-keyboard-response,176,361085,0.0-98.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,177,364620,0.0-99.0-0.0,1027.9000000059605,,,,,,49,0,1,0,1,highway,46,0.2599695617621747,0.09088181664924726,0.5305673082291286,0,learn,,,,,,,
,html-keyboard-response,178,365635,0.0-99.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,179,368797,0.0-100.0-0.0,651.2000000029802,,,,,,49,0,0,0,1,highway,47,0.28858812981146087,0.11255318952155674,0.4620295146941373,0,learn,,,,,,,
,html-keyboard-response,180,369801,0.0-100.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,181,373132,0.0-101.0-0.0,818.9000000059605,,,,,,49,1,0,0,1,highway,48,0.27011154374304547,0.07601512767365928,0.4653116076336044,1,learn,,,,,,,
,html-keyboard-response,182,374141,0.0-101.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,183,377477,0.0-102.0-0.0,829,,,,,,49,0,0,0,1,highway,49,0.19599899069247087,0.0703974333107757,0.602110158077344,0,learn,,,,,,,
,html-keyboard-response,184,378490,0.0-102.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,185,384506,0.0-103.0-0.0,null,,,,,,null,0,0,1,1,highway,50,0.2350430209630246,0.15173252251441802,0.5442408972804859,,learn,,,,,,,
,html-keyboard-response,186,385518,0.0-103.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,187,388252,0.0-104.0-0.0,226,,,,,,49,0,0,1,1,highway,51,0.19147262079992075,0.15161682571658003,0.5903799565105503,0,learn,,,,,,,
,html-keyboard-response,188,389262,0.0-104.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,189,392260,0.0-105.0-0.0,492.20000000298023,,,,,,49,0,0,0,1,highway,52,0.08914079734188028,0.10256128397490546,0.42989042036755043,0,learn,,,,,,,
,html-keyboard-response,190,393278,0.0-105.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,191,396332,0.0-106.0-0.0,545.7999999970198,,,,,,49,0,0,0,1,highway,53,0.3628930265086798,0.13937588045088478,0.5156743186827619,0,learn,,,,,,,
,html-keyboard-response,192,397338,0.0-106.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,193,401731,0.0-107.0-0.0,1883.7999999970198,,,,,,49,1,0,0,1,highway,54,0.31649230902466524,0.21467473650111524,0.48870708653142675,1,learn,,,,,,,
,html-keyboard-response,194,402749,0.0-107.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,195,406004,0.0-108.0-0.0,738.2000000029802,,,,,,49,0,0,1,1,highway,55,0.2591808837139591,0.07883593868708832,0.5555863039234428,0,learn,,,,,,,
,html-keyboard-response,196,407010,0.0-108.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,197,413021,0.0-109.0-0.0,null,,,,,,null,0,0,1,1,highway,56,0.38452985955880087,0.09031761671235701,0.5594069023347299,,learn,,,,,,,
,html-keyboard-response,198,414026,0.0-109.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,199,416597,0.0-110.0-0.0,52.5,,,,,,49,1,0,0,1,highway,57,0.4040700134369314,0.16887786496140975,0.6603169914481671,1,learn,,,,,,,
,html-keyboard-response,200,417608,0.0-110.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,201,422196,0.0-111.0-0.0,2081.5999999940395,,,,,,49,0,1,0,1,highway,58,0.2602828934003662,0.21227023665531042,0.6752872833387834,0,learn,,,,,,,
,html-keyboard-response,202,423204,0.0-111.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,203,427187,0.0-112.0-0.0,1473.9000000059605,,,,,,49,1,0,1,1,highway,59,0.2532090737916059,0.29524397050191986,0.8191156963499807,1,learn,,,,,,,
,html-keyboard-response,204,428203,0.0-112.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,205,434229,0.0-113.0-0.0,null,,,,,,null,1,1,1,1,highway,60,0.31295217326000335,0.23484930129590934,0.6944711172971512,,learn,,,,,,,
,html-keyboard-response,206,435246,0.0-113.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,207,438970,0.0-114.0-0.0,1207,,,,,,49,0,0,1,1,highway,61,0.25562815677794465,0.11459339430611103,0.6596655715897478,0,learn,,,,,,,
,html-keyboard-response,208,439982,0.0-114.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,209,442947,0.0-115.0-0.0,451.70000000298023,,,,,,49,0,0,0,1,highway,62,0.2362226707831651,0.14305220764485313,0.5106047951518028,0,learn,,,,,,,
,html-keyboard-response,210,443954,0.0-115.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,211,447851,0.0-116.0-0.0,1376.0999999940395,,,,,,49,1,1,1,1,highway,63,0.26931099145357,0.10404291017145939,0.5585446345597846,1,learn,,,,,,,
,html-keyboard-response,212,448863,0.0-116.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,213,452153,0.0-117.0-0.0,781.2999999970198,,,,,,49,0,0,1,1,highway,64,0.3654531716205604,0.16385796297560123,0.7092435295056758,0,learn,,,,,,,
,html-keyboard-response,214,453165,0.0-117.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,215,457571,0.0-118.0-0.0,1901.5,,,,,,49,0,1,1,1,highway,65,0.27120490918620904,0.1515202291676099,0.5631907039703559,0,learn,,,,,,,
,html-keyboard-response,216,458577,0.0-118.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,217,462568,0.0-119.0-0.0,1485.7999999970198,,,,,,49,1,0,0,1,highway,66,0.2871815375955644,0.25615464188833964,0.5595118657698519,1,learn,,,,,,,
,html-keyboard-response,218,463570,0.0-119.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,219,466414,0.0-120.0-0.0,331.8999999910593,,,,,,49,0,0,1,1,highway,67,0.293191444532302,0.12468209017422816,0.6590873021321886,0,learn,,,,,,,
,html-keyboard-response,220,467417,0.0-120.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,221,471905,0.0-121.0-0.0,1975.7000000029802,,,,,,49,1,0,1,1,highway,68,0.3448329652267455,0.07892990331850724,0.5526904616099197,1,learn,,,,,,,
,html-keyboard-response,222,472917,0.0-121.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,223,476789,0.0-122.0-0.0,1359,,,,,,49,1,0,1,1,highway,69,0.2554551828096451,0.23923592477276842,0.5654816734643332,1,learn,,,,,,,
,html-keyboard-response,224,477800,0.0-122.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_bye,225,479306,0.0-123.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_travel,226,488314,0.0-124.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_welcome,227,492334,0.0-124.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,228,495265,0.0-125.0-0.0,423,,,,,,50,1,0,1,2,countryside,70,0.3263555809521347,0.1404622650328386,1,0,learn,,,,,,,
,html-keyboard-response,229,496274,0.0-125.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,230,499174,0.0-126.0-0.0,389,,,,,,50,1,0,1,2,countryside,71,0.32585910740374,0.1383277685894655,1,0,learn,,,,,,,
,html-keyboard-response,231,500188,0.0-126.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,232,505117,0.0-127.0-0.0,2415.4000000059605,,,,,,49,0,0,1,2,countryside,72,0.21888992560180554,0.1482341788382811,0.590155202528615,0,learn,,,,,,,
,html-keyboard-response,233,506126,0.0-127.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,234,509883,0.0-128.0-0.0,1245.4000000059605,,,,,,49,1,0,1,2,countryside,73,0.23313643506796086,0.19996796989718782,0.5420628651866775,1,learn,,,,,,,
,html-keyboard-response,235,510893,0.0-128.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,236,513815,0.0-129.0-0.0,407.79999999701977,,,,,,49,0,0,0,2,countryside,74,0.31479609189244045,0.24907641220955198,0.48459946209815136,0,learn,,,,,,,
,html-keyboard-response,237,514832,0.0-129.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,238,517683,0.0-130.0-0.0,344.09999999403954,,,,,,49,1,0,0,2,countryside,75,0.2908214384396088,0.10529121981477353,0.48816528875007265,1,learn,,,,,,,
,html-keyboard-response,239,518699,0.0-130.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,240,521560,0.0-131.0-0.0,354.29999999701977,,,,,,49,0,0,0,2,countryside,76,0.47112915858500565,0.1455907311187115,0.595407863925872,0,learn,,,,,,,
,html-keyboard-response,241,522563,0.0-131.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,242,525572,0.0-132.0-0.0,499.79999999701977,,,,,,49,0,1,0,2,countryside,77,0.5146628078064965,0.1749745092755969,0.6828168799039908,0,learn,,,,,,,
,html-keyboard-response,243,526581,0.0-132.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,244,530064,0.0-133.0-0.0,977.6000000089407,,,,,,49,0,0,1,2,countryside,78,0.4377818673685943,0.22414952444277916,0.5655103928922661,0,learn,,,,,,,
,html-keyboard-response,245,531069,0.0-133.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,246,534680,0.0-134.0-0.0,1106.2999999970198,,,,,,49,1,0,0,2,countryside,79,0.4268004012605684,0.08772552496481321,0.4720284817146159,1,learn,,,,,,,
,html-keyboard-response,247,535686,0.0-134.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,248,539256,0.0-135.0-0.0,1057,,,,,,49,1,0,0,2,countryside,80,0.44963130410722996,0.2802768805329658,0.36121984787933537,1,learn,,,,,,,
,html-keyboard-response,249,540265,0.0-135.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,250,543757,0.0-136.0-0.0,979.8000000119209,,,,,,49,0,0,0,2,countryside,81,0.48607631647145666,0.2799846217481292,0.25096367409590925,0,learn,,,,,,,
,html-keyboard-response,251,544760,0.0-136.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,252,547492,0.0-137.0-0.0,223.90000000596046,,,,,,49,0,0,0,2,countryside,82,0.3335268202661807,0.4535165883710368,0.1557894239682016,0,learn,,,,,,,
,html-keyboard-response,253,548498,0.0-137.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,254,551484,0.0-138.0-0.0,472.8999999910593,,,,,,49,0,1,0,2,countryside,83,0.2205410757840783,0.46255084827513154,0.0634418989925428,0,learn,,,,,,,
,html-keyboard-response,255,552490,0.0-138.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,256,555797,0.0-139.0-0.0,792.2000000029802,,,,,,49,0,1,0,2,countryside,84,0.18901092095735583,0.4735758464990032,0.14332335541479255,0,learn,,,,,,,
,html-keyboard-response,257,556801,0.0-139.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,258,559664,0.0-140.0-0.0,353.19999998807907,,,,,,49,0,1,0,2,countryside,85,0.2943009458924047,0.49335535731867736,0.15268830781159015,0,learn,,,,,,,
,html-keyboard-response,259,560675,0.0-140.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,260,563802,0.0-141.0-0.0,622.5,,,,,,49,0,1,0,2,countryside,86,0.33274341230516413,0.5694858642614439,0.17656843156645735,0,learn,,,,,,,
,html-keyboard-response,261,564806,0.0-141.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,262,567889,0.0-142.0-0.0,570.5999999940395,,,,,,49,0,1,0,2,countryside,87,0.34676258208128585,0.5241322052520427,0.17789593835176493,0,learn,,,,,,,
,html-keyboard-response,263,568898,0.0-142.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,264,573362,0.0-143.0-0.0,1955.3999999910593,,,,,,49,0,1,0,2,countryside,88,0.3850278804898868,0.5982975538922056,0.07681252658515259,0,learn,,,,,,,
,html-keyboard-response,265,574373,0.0-143.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,266,577273,0.0-144.0-0.0,386.90000000596046,,,,,,49,0,0,1,2,countryside,89,0.40856172438579236,0.7425747530055793,0.09285543056109258,0,learn,,,,,,,
,html-keyboard-response,267,578280,0.0-144.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,268,582810,0.0-145.0-0.0,2023.2000000029802,,,,,,49,0,0,0,2,countryside,90,0.3435636205001715,0.6560840925982433,0.06810953452169424,0,learn,,,,,,,
,html-keyboard-response,269,583812,0.0-145.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,270,589842,0.0-146.0-0.0,null,,,,,,null,0,1,0,2,countryside,91,0.40267039728855525,0.5780272171204439,0.06495939201514753,,learn,,,,,,,
,html-keyboard-response,271,590853,0.0-146.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,272,593987,0.0-147.0-0.0,628.2000000029802,,,,,,49,0,1,0,2,countryside,92,0.45870355128353185,0.5448600416123471,0.1598706813148487,0,learn,,,,,,,
,html-keyboard-response,273,594996,0.0-147.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,274,597961,0.0-148.0-0.0,455.29999999701977,,,,,,49,0,1,0,2,countryside,93,0.3403202696722383,0.5721600177688017,0.07500320982752964,0,learn,,,,,,,
,html-keyboard-response,275,598978,0.0-148.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,276,602470,0.0-149.0-0.0,988.4000000059605,,,,,,49,0,0,0,2,countryside,94,0.30299767689321533,0.5594678930092436,0.11726372829196612,0,learn,,,,,,,
,html-keyboard-response,277,603486,0.0-149.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,278,606360,0.0-150.0-0.0,363.5,,,,,,49,0,1,0,2,countryside,95,0.3042161018349948,0.5359000770158281,0.32354444562168316,0,learn,,,,,,,
,html-keyboard-response,279,607369,0.0-150.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,280,610511,0.0-151.0-0.0,630,,,,,,49,0,1,1,2,countryside,96,0.4800004733310763,0.5942784823558153,0.18447718818178413,0,learn,,,,,,,
,html-keyboard-response,281,611514,0.0-151.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,282,616687,0.0-152.0-0.0,2664.5,,,,,,49,0,1,0,2,countryside,97,0.37810890258236635,0.5701887590104187,0.25118812667457674,0,learn,,,,,,,
,html-keyboard-response,283,617695,0.0-152.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,284,620260,0.0-153.0-0.0,54.1000000089407,,,,,,49,1,0,0,2,countryside,98,0.35484798194502193,0.6554103039697527,0.2565943668936119,1,learn,,,,,,,
,html-keyboard-response,285,621262,0.0-153.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,286,623845,0.0-154.0-0.0,74.09999999403954,,,,,,49,1,1,0,2,countryside,99,0.24108633977680427,0.6644911891000448,0.28351860012742175,1,learn,,,,,,,
,html-keyboard-response,287,624854,0.0-154.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,288,628282,0.0-155.0-0.0,912.7000000029802,,,,,,49,0,1,0,2,countryside,100,0.19480776044945594,0.9271427858894563,0.2972512036149965,0,learn,,,,,,,
,html-keyboard-response,289,629286,0.0-155.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,290,632053,0.0-156.0-0.0,254.79999999701977,,,,,,49,1,1,0,2,countryside,101,0.12804347790298864,0.6881360900679832,0.285241244034257,1,learn,,,,,,,
,html-keyboard-response,291,633069,0.0-156.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,292,635961,0.0-157.0-0.0,372.5,,,,,,49,0,0,0,2,countryside,102,0.10915700261097991,0.6690289706479977,0.11283558862191657,0,learn,,,,,,,
,html-keyboard-response,293,636971,0.0-157.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,294,639528,0.0-158.0-0.0,51.79999999701977,,,,,,49,0,0,0,2,countryside,103,0.1289823030727238,0.5792443181080562,0.10335816917437264,0,learn,,,,,,,
,html-keyboard-response,295,640536,0.0-158.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,296,643261,0.0-159.0-0.0,206.70000000298023,,,,,,49,1,0,1,2,countryside,104,0.10857270961588135,0.5611163339411486,0.09526578070146319,1,learn,,,,,,,
,html-keyboard-response,297,644269,0.0-159.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,298,646994,0.0-160.0-0.0,218.70000000298023,,,,,,49,0,0,0,2,countryside,105,0.2422781784644785,0.5869199853487879,0.29281052335161023,0,learn,,,,,,,
,html-keyboard-response,299,648010,0.0-160.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,300,650787,0.0-161.0-0.0,262.20000000298023,,,,,,49,0,1,1,2,countryside,106,0.29184086014500066,0.6370213270131485,0.22788994518609862,0,learn,,,,,,,
,html-keyboard-response,301,651794,0.0-161.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,302,654588,0.0-162.0-0.0,290.90000000596046,,,,,,49,0,0,0,2,countryside,107,0.412390142123671,0.519448452812168,0.14954472569192317,0,learn,,,,,,,
,html-keyboard-response,303,655592,0.0-162.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,304,659272,0.0-163.0-0.0,1160.1000000089407,,,,,,49,1,1,0,2,countryside,108,0.42814470682020683,0.5754421552966056,0.2654633654306056,1,learn,,,,,,,
,html-keyboard-response,305,660277,0.0-163.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,306,663125,0.0-164.0-0.0,333.79999999701977,,,,,,49,0,1,0,2,countryside,109,0.5144787830503309,0.6377173107896321,0.09308625499597298,0,learn,,,,,,,
,html-keyboard-response,307,664141,0.0-164.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_bye,308,665649,0.0-165.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_travel,309,674657,0.0-166.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_welcome,310,678670,0.0-166.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,311,681714,0.0-167.0-0.0,537.2000000029802,,,,,,49,0,1,1,3,mountain,110,0.4873550224762929,1,0.23789100125186977,0,learn,,,,,,,
,html-keyboard-response,312,682719,0.0-167.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,313,685857,0.0-168.0-0.0,620,,,,,,49,1,1,0,3,mountain,111,0.3715034596048192,1,0.2759979025389507,1,learn,,,,,,,
,html-keyboard-response,314,686867,0.0-168.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,315,691829,0.0-169.0-0.0,2458.4000000059605,,,,,,49,0,0,0,3,mountain,112,0.35360025526966654,0.7619386569691787,0.17803880404597258,0,learn,,,,,,,
,html-keyboard-response,316,692833,0.0-169.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,317,695867,0.0-170.0-0.0,523.2999999970198,,,,,,49,1,1,0,3,mountain,113,0.2840476880483749,0.7555769338705766,0.06049851856298529,1,learn,,,,,,,
,html-keyboard-response,318,696873,0.0-170.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,319,699630,0.0-171.0-0.0,251.5,,,,,,49,1,1,0,3,mountain,114,0.37164489434404024,0.7159955272380744,0.11918268086254429,1,learn,,,,,,,
,html-keyboard-response,320,700635,0.0-171.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,321,703415,0.0-172.0-0.0,272.70000000298023,,,,,,49,0,1,0,3,mountain,115,0.37949109825305016,0.6649761608066471,0.08997999372026809,0,learn,,,,,,,
