"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","choice_blocks"
"","do_trial","124","629385","0.0-72.0-0.0","1612.8999996185303","","","","","","","","49","1,0,0","0","countryside","18","probe-209","0.5460356338629603","0.24229634753448973","0.1788396780641929","1","","","","","","","",""
"","html-keyboard-response","125","630388","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","126","636383","0.0-73.0-0.0","1454.6999998092651","","","","","","","","49","0,0,0","0","countryside","19","probe-151","0.6216460174473827","0.22962837964683502","0.14078970741852984","0","","","","","","","",""
"","html-keyboard-response","127","637387","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","128","643605","0.0-74.0-0.0","1678.5","","","","","","","","50","1,1,0","0","countryside","20","probe-145","0.6365143361222596","0.4268530421559665","0.17108898977164383","1","","","","","","","",""
"","html-keyboard-response","129","644608","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","130","649890","0.0-75.0-0.0","746.0999999046326","","","","","","","","50","1,1,1","0","countryside","21","probe-194","0.6315500582109848","0.3612628656759811","0.07788198306656315","1","","","","","","","",""
"","html-keyboard-response","131","650895","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","132","657078","0.0-76.0-0.0","1648.1000003814697","","","","","","","","50","1,0,0","0","countryside","22","probe-35","0.7096445539032663","0.32929038554237955","0.11201814173090661","0","","","","","","","",""
"","html-keyboard-response","133","658082","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","134","664705","0.0-77.0-0.0","2088.9000000953674","","","","","","","","51","1,0,0","0","countryside","23","probe-178","0.5906554983975679","0.4084288304588576","0.10268164000924594","0","","","","","","","",""
"","html-keyboard-response","135","665709","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","136","671349","0.0-78.0-0.0","1100","","","","","","","","49","1,0,0","0","countryside","24","probe-191","0.47175348586086713","0.4376199977660625","0.2488132440373387","1","","","","","","","",""
"","html-keyboard-response","137","672350","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","138","677365","0.0-79.0-0.0","477.40000009536743","","","","","","","","50","1,1,0","0","countryside","25","probe-45","0.49948615933775214","0.3942755631919757","0.19520279009153632","1","","","","","","","",""
"","html-keyboard-response","139","678368","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","140","683397","0.0-80.0-0.0","489.5","","","","","","","","51","0,1,0","0","countryside","26","probe-116","0.5487877350627098","0.3266338219966845","0.08427110686372787","0","","","","","","","",""
"","html-keyboard-response","141","684399","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","142","690169","0.0-81.0-0.0","1231.0999999046326","","","","","","","","49","0,0,0","0","countryside","27","probe-172","0.4517909853928162","0.3247357875809776","0.07999698037942796","0","","","","","","","",""
"","html-keyboard-response","143","691175","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","144","697455","0.0-82.0-0.0","1745.2999997138977","","","","","","","","50","1,0,0","0","countryside","28","probe-111","0.38790567187632086","0.3577889556584022","0.17129336722317726","0","","","","","","","",""
"","html-keyboard-response","145","698459","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","146","704635","0.0-83.0-0.0","1639.4000000953674","","","","","","","","50","0,0,0","0","countryside","29","probe-169","0.44064465488188903","0.2939495461308438","0.15063296586026595","0","","","","","","","",""
"","html-keyboard-response","147","705639","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_bye","148","707147","0.0-84.0-0.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","149","713148","0.0-85.0-0.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","150","714651","0.0-85.0-1.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","151","720782","0.0-86.0-0.0","1591.6000003814697","","","","","","","","49","1,0,0","1","highway","30","probe-186","1","0.24974175627511977","0.11611582149326473","1","","","","","","","",""
"","html-keyboard-response","152","721786","0.0-86.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","153","726685","0.0-87.0-0.0","362.7999997138977","","","","","","","","49","1,0,0","1","highway","31","probe-72","1","0.19601358778990846","0.13866140130797328","1","","","","","","","",""
"","html-keyboard-response","154","727691","0.0-87.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","155","732616","0.0-88.0-0.0","386.59999990463257","","","","","","","","49","1,0,1","1","highway","32","probe-94","1","0.34915857343928147","0.3387791553014247","1","","","","","","","",""
"","html-keyboard-response","156","733619","0.0-88.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","157","738508","0.0-89.0-0.0","352.8999996185303","","","","","","","","49","1,0,0","1","highway","33","probe-174","0.7634193250448105","0.30392731683338564","0.35818065041345054","1","","","","","","","",""
"","html-keyboard-response","158","739511","0.0-89.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","159","744428","0.0-90.0-0.0","379.69999980926514","","","","","","","","49","0,0,1","1","highway","34","probe-198","0.7563327551171116","0.2986246145653262","0.23147949313599717","0","","","","","","","",""
"","html-keyboard-response","160","745429","0.0-90.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","161","751337","0.0-91.0-0.0","1368.4000000953674","","","","","","","","49","1,0,0","1","highway","35","probe-29","0.8379928460413213","0.2901385315780622","0.24801396203043558","1","","","","","","","",""
"","html-keyboard-response","162","752340","0.0-91.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","163","757667","0.0-92.0-0.0","791.5999999046326","","","","","","","","49","0,0,0","1","highway","36","probe-77","0.7675630576735287","0.2167449517402259","0.22084369551042263","0","","","","","","","",""
"","html-keyboard-response","164","758670","0.0-92.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","165","764376","0.0-93.0-0.0","1166.5","","","","","","","","49","0,1,0","1","highway","37","probe-213","0.6762204481204189","0.15403657221464173","0.16817363546217987","0","","","","","","","",""
"","html-keyboard-response","166","765382","0.0-93.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","167","770249","0.0-94.0-0.0","327","","","","","","","","49","1,0,0","1","highway","38","probe-79","0.6077677429365672","0.06584278292111216","0.09987004811959033","1","","","","","","","",""
"","html-keyboard-response","168","771250","0.0-94.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","169","776455","0.0-95.0-0.0","669.5","","","","","","","","49","1,0,1","1","highway","39","probe-122","0.5636499849675908","0.22026998525141747","0.18073675469189376","1","","","","","","","",""
"","html-keyboard-response","170","777458","0.0-95.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","171","784278","0.0-96.0-0.0","2279.800000190735","","","","","","","","49","0,0,0","1","highway","40","probe-80","0.566847877540521","0.1706493025869197","0.22714438894918432","0","","","","","","","",""
"","html-keyboard-response","172","785283","0.0-96.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","173","790308","0.0-97.0-0.0","484.59999990463257","","","","","","","","49","0,1,0","1","highway","41","probe-84","0.5919197339396137","0.12755559243866624","0.13056057120046718","0","","","","","","","",""
"","html-keyboard-response","174","791311","0.0-97.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","175","797349","0.0-98.0-0.0","null","","","","","","","","null","0,0,1","1","highway","42","probe-50","0.3785395165841263","0.21506130173367385","0.34502783034180906","","","","","","","","",""
"","html-keyboard-response","176","798350","0.0-98.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","177","803582","0.0-99.0-0.0","694.1999998092651","","","","","","","","49","0,0,0","1","highway","43","probe-34","0.2502760348231643","0.21626665812371607","0.4640140036136697","0","","","","","","","",""
"","html-keyboard-response","178","804585","0.0-99.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","179","810412","0.0-100.0-0.0","1287.4000000953674","","","","","","","","49","0,1,0","1","highway","44","probe-73","0.10430237258113195","0.1961088410530899","0.5431008157076342","0","","","","","","","",""
"","html-keyboard-response","180","811414","0.0-100.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","181","817904","0.0-101.0-0.0","1950.9000000953674","","","","","","","","49","1,1,1","1","highway","45","probe-01","0.09670063795196095","0.23480860968517497","0.5603383796717096","1","","","","","","","",""
"","html-keyboard-response","182","818910","0.0-101.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","183","826375","0.0-102.0-0.0","2924.199999809265","","","","","","","","49","0,1,1","1","highway","46","probe-112","0.054794982665330665","0.5036097913670186","0.5450402589877572","0","","","","","","","",""
"","html-keyboard-response","184","827380","0.0-102.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","185","833809","0.0-103.0-0.0","1892.5999999046326","","","","","","","","50","0,0,1","1","highway","47","probe-86","0.09289556576652257","0.2651326835040977","0.6225824911628178","0","","","","","","","",""
"","html-keyboard-response","186","834814","0.0-103.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","187","840514","0.0-104.0-0.0","1162.9000000953674","","","","","","","","49","0,0,1","1","highway","48","probe-199","0.1035087600112742","0.22735021085085755","0.6872121064659077","0","","","","","","","",""
"","html-keyboard-response","188","841517","0.0-104.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","189","846970","0.0-105.0-0.0","918.3000001907349","","","","","","","","49","0,1,0","1","highway","49","probe-113","0.20542460796379303","0.22513369262360503","0.5896651817785455","0","","","","","","","",""
"","html-keyboard-response","190","847971","0.0-105.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","191","854108","0.0-106.0-0.0","1597.0999999046326","","","","","","","","49","0,1,1","1","highway","50","probe-207","0.14327684070668575","0.2768561122044375","0.6114920253473798","0","","","","","","","",""
"","html-keyboard-response","192","855111","0.0-106.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","193","861148","0.0-107.0-0.0","null","","","","","","","","null","0,0,0","1","highway","51","probe-130","0.1933545450374947","0.4070156435019493","0.6758157967709201","","","","","","","","",""
"","html-keyboard-response","194","862149","0.0-107.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","195","867493","0.0-108.0-0.0","806.8999996185303","","","","","","","","49","0,0,1","1","highway","52","probe-214","0.08246624150167813","0.4643516804813605","0.5986920477653066","0","","","","","","","",""
"","html-keyboard-response","196","868498","0.0-108.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","197","875591","0.0-109.0-0.0","2557.699999809265","","","","","","","","49","0,1,0","1","highway","53","probe-91","0.13603218177569035","0.5610728723160756","0.39915121222436867","0","","","","","","","",""
"","html-keyboard-response","198","876594","0.0-109.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","199","882638","0.0-110.0-0.0","null","","","","","","","","null","0,1,0","1","highway","54","probe-223","0.12377456698455173","0.33948028232666244","0.5562009406852103","","","","","","","","",""
"","html-keyboard-response","200","883641","0.0-110.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","201","888180","0.0-111.0-0.0","0.19999980926513672","","","","","","","","50","0,0,1","1","highway","55","probe-173","0.1146238411367769","0.35205973732342466","0.559354711179355","0","","","","","","","",""
"","html-keyboard-response","202","889184","0.0-111.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","203","894200","0.0-112.0-0.0","480.2000002861023","","","","","","","","49","0,0,1","1","highway","56","probe-189","0.1352468635433433","0.31821415889831633","0.6600756053853831","0","","","","","","","",""
"","html-keyboard-response","204","895203","0.0-112.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","205","900096","0.0-113.0-0.0","355.7999997138977","","","","","","","","51","1,0,0","1","highway","57","probe-165","0.2199740749021219","0.2007829073771069","0.7729287283000247","0","","","","","","","",""
"","html-keyboard-response","206","901099","0.0-113.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","207","906419","0.0-114.0-0.0","783.1999998092651","","","","","","","","49","0,0,1","1","highway","58","probe-27","0.09172961012766621","0.1954462667982841","0.6779054006240813","0","","","","","","","",""
"","html-keyboard-response","208","907422","0.0-114.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","209","914733","0.0-115.0-0.0","2773.5999999046326","","","","","","","","49","0,0,1","1","highway","59","probe-92","0.0932362022919759","0.16371998036884286","0.49896926024194843","0","","","","","","","",""
"","html-keyboard-response","210","915736","0.0-115.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","211","921779","0.0-116.0-0.0","null","","","","","","","","null","0,1,0","1","highway","60","probe-47","0.09310615972162369","0.21021219798712104","0.5708651652082949","","","","","","","","",""
"","html-keyboard-response","212","922783","0.0-116.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","213","927908","0.0-117.0-0.0","586.8000001907349","","","","","","","","49","0,1,1","1","highway","61","probe-149","0.1478612868494704","0.3095553626494879","0.6275348183401467","0","","","","","","","",""
"","html-keyboard-response","214","928913","0.0-117.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","215","935691","0.0-118.0-0.0","2242","","","","","","","","50","1,0,1","1","highway","62","probe-32","0.07851924766728524","0.2862795465716529","0.6310383973865828","0","","","","","","","",""
"","html-keyboard-response","216","936694","0.0-118.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","217","942195","0.0-119.0-0.0","962.8000001907349","","","","","","","","49","0,1,1","1","highway","63","probe-144","0.22034683305358457","0.08995166031849873","0.6350926548688144","0","","","","","","","",""
"","html-keyboard-response","218","943198","0.0-119.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","219","948665","0.0-120.0-0.0","928.7999997138977","","","","","","","","49","0,0,0","1","highway","64","probe-90","0.24747955735101385","0.13919286598279296","0.45219245532677416","0","","","","","","","",""
"","html-keyboard-response","220","949668","0.0-120.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","221","955244","0.0-121.0-0.0","1039.4000000953674","","","","","","","","49","0,0,0","1","highway","65","probe-226","0.3443483177864533","0.18071801298728446","0.41126641400558867","0","","","","","","","",""
"","html-keyboard-response","222","956245","0.0-121.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","223","961717","0.0-122.0-0.0","931.9000000953674","","","","","","","","49","0,0,0","1","highway","66","probe-95","0.3012867565275576","0.1892831734288076","0.5777113631219967","0","","","","","","","",""
"","html-keyboard-response","224","962721","0.0-122.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","225","968013","0.0-123.0-0.0","755.5","","","","","","","","49","0,1,1","1","highway","67","probe-183","0.14254486555583157","0.151135967080654","0.6073874247595067","0","","","","","","","",""
"","html-keyboard-response","226","969019","0.0-123.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","227","975528","0.0-124.0-0.0","1973.2999997138977","","","","","","","","51","1,0,1","1","highway","68","probe-60","0.28041941308812607","0.3496358499010718","0.5600438994292385","1","","","","","","","",""
"","html-keyboard-response","228","976533","0.0-124.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","229","981255","0.0-125.0-0.0","185.40000009536743","","","","","","","","50","0,0,1","1","highway","69","probe-133","0.14119001711825035","0.3095428947127435","0.5916777098430486","0","","","","","","","",""
"","html-keyboard-response","230","982258","0.0-125.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_bye","231","983762","0.0-126.0-0.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","232","989767","0.0-127.0-0.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","233","991276","0.0-127.0-1.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","234","996614","0.0-128.0-0.0","799.3000001907349","","","","","","","","50","0,0,1","2","coast","70","probe-136","0.10868040218994594","0.25477412948047523","1","0","","","","","","","",""
"","html-keyboard-response","235","997617","0.0-128.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","236","1002734","0.0-129.0-0.0","578.0999999046326","","","","","","","","50","0,0,1","2","coast","71","probe-206","0.09256608672213894","0.17118756211170932","1","0","","","","","","","",""
"","html-keyboard-response","237","1003738","0.0-129.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","238","1009484","0.0-130.0-0.0","1207.7000002861023","","","","","","","","50","1,0,1","2","coast","72","probe-82","0.1263449654972975","0.2963002476912181","0.8426987392217059","0","","","","","","","",""
"","html-keyboard-response","239","1010489","0.0-130.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","240","1015669","0.0-131.0-0.0","644.1999998092651","","","","","","","","50","0,0,1","2","coast","73","probe-117","0.12030499146932949","0.2531919951787539","0.8247731582505421","0","","","","","","","",""
"","html-keyboard-response","241","1016671","0.0-131.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","242","1021483","0.0-132.0-0.0","278.2999997138977","","","","","","","","51","0,1,0","2","coast","74","probe-36","0.13591108875592453","0.24470790862412564","0.6497416415947285","0","","","","","","","",""
"","html-keyboard-response","243","1022486","0.0-132.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","244","1027099","0.0-133.0-0.0","76.5","","","","","","","","51","0,1,0","2","coast","75","probe-103","0.13434798545038032","0.3797769933843383","0.6208136281900049","0","","","","","","","",""
"","html-keyboard-response","245","1028102","0.0-133.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","246","1032694","0.0-134.0-0.0","52.40000009536743","","","","","","","","49","0,0,1","2","coast","76","probe-64","0.2560077897289094","0.26701434719183004","0.6518291349281357","0","","","","","","","",""
"","html-keyboard-response","247","1033697","0.0-134.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","248","1038472","0.0-135.0-0.0","238.2000002861023","","","","","","","","49","0,0,1","2","coast","77","probe-187","0.23102958197033613","0.22123911154782291","0.6859564274333877","0","","","","","","","",""
"","html-keyboard-response","249","1039473","0.0-135.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","250","1044820","0.0-136.0-0.0","807.1999998092651","","","","","","","","49","0,1,0","2","coast","78","probe-134","0.26286076358083","0.25591457787888905","0.7722247193251996","0","","","","","","","",""
"","html-keyboard-response","251","1045824","0.0-136.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","252","1050361","0.0-137.0-0.0","0.20000028610229492","","","","","","","","50","0,0,1","2","coast","79","probe-26","0.16448717352290562","0.3544056512751784","0.7109269425642907","0","","","","","","","",""
"","html-keyboard-response","253","1051362","0.0-137.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","254","1056034","0.0-138.0-0.0","135.60000038146973","","","","","","","","49","0,1,0","2","coast","80","probe-153","0.2079004832451104","0.2901686069665546","0.6427472614446623","0","","","","","","","",""
"","html-keyboard-response","255","1057036","0.0-138.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","256","1062190","0.0-139.0-0.0","615.2999997138977","","","","","","","","50","0,0,1","2","coast","81","probe-129","0.18802006271617244","0.23601879062837744","0.6897656877596531","0","","","","","","","",""
"","html-keyboard-response","257","1063194","0.0-139.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","258","1068019","0.0-140.0-0.0","283.7000002861023","","","","","","","","50","1,0,0","2","coast","82","probe-109","0.3168071538487271","0.11945634709080345","0.6760092304944189","0","","","","","","","",""
"","html-keyboard-response","259","1069025","0.0-140.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","260","1073698","0.0-141.0-0.0","135.80000019073486","","","","","","","","50","0,0,1","2","coast","83","probe-204","0.39917788939650733","0.24658504054416605","0.45943485692106556","0","","","","","","","",""
"","html-keyboard-response","261","1074699","0.0-141.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","262","1079466","0.0-142.0-0.0","229.90000009536743","","","","","","","","49","0,0,0","2","coast","84","probe-67","0.47218501566110055","0.186252751875279","0.24997539383073059","0","","","","","","","",""
"","html-keyboard-response","263","1080469","0.0-142.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","264","1085524","0.0-143.0-0.0","515.7000002861023","","","","","","","","51","0,1,1","2","coast","85","probe-140","0.5980849563321938","0.1482754002626923","0.2731829786576348","1","","","","","","","",""
"","html-keyboard-response","265","1086530","0.0-143.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","266","1091159","0.0-144.0-0.0","90.09999990463257","","","","","","","","49","1,0,0","2","coast","86","probe-161","0.6249824046147652","0.16743822027183686","0.16475620109276776","1","","","","","","","",""
"","html-keyboard-response","267","1092162","0.0-144.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","268","1097021","0.0-145.0-0.0","320.7000002861023","","","","","","","","50","0,0,0","2","coast","87","probe-37","0.6126133149980205","0.14557363714418223","0.21576970879361937","0","","","","","","","",""
"","html-keyboard-response","269","1098024","0.0-145.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","270","1102755","0.0-146.0-0.0","195.59999990463257","","","","","","","","51","0,0,0","2","coast","88","probe-119","0.6040360108717514","0.13494177808986135","0.14132233803548883","0","","","","","","","",""
"","html-keyboard-response","271","1103758","0.0-146.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","272","1108841","0.0-147.0-0.0","548.0999999046326","","","","","","","","50","1,0,0","2","coast","89","probe-25","0.554169283660958","0.2193941497340937","0.1336015956932686","0","","","","","","","",""
"","html-keyboard-response","273","1109842","0.0-147.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","274","1115066","0.0-148.0-0.0","686.2000002861023","","","","","","","","49","1,0,0","2","coast","90","probe-220","0.5870862600437913","0.20386924773952825","0.08735650781208727","1","","","","","","","",""
"","html-keyboard-response","275","1116070","0.0-148.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","276","1123210","0.0-149.0-0.0","2603.800000190735","","","","","","","","49","1,1,0","2","coast","91","probe-02","0.5660014031582298","0.0939410444593496","0.23457729907333233","1","","","","","","","",""
"","html-keyboard-response","277","1124212","0.0-149.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","278","1128746","0.0-150.0-0.0","0.20000028610229492","","","","","","","","50","1,0,0","2","coast","92","probe-218","0.6711112374954893","0.0928114829079183","0.2837496247531246","0","","","","","","","",""
"","html-keyboard-response","279","1129749","0.0-150.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","280","1135794","0.0-151.0-0.0","null","","","","","","","","null","1,1,0","2","coast","93","probe-135","0.7707495175835135","0.19901434932920928","0.32990626200435313","","","","","","","","",""
"","html-keyboard-response","281","1136797","0.0-151.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","282","1142840","0.0-152.0-0.0","null","","","","","","","","null","1,1,1","2","coast","94","probe-04","0.7625589440293858","0.3171652272013218","0.28405341510620646","","","","","","","","",""
"","html-keyboard-response","283","1143843","0.0-152.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","284","1148477","0.0-153.0-0.0","98","","","","","","","","50","1,1,0","2","coast","95","probe-196","0.7906677949099533","0.22592743657814396","0.28247177748162594","1","","","","","","","",""
"","html-keyboard-response","285","1149481","0.0-153.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","286","1155524","0.0-154.0-0.0","null","","","","","","","","null","1,0,1","2","coast","96","probe-30","0.6923617168940028","0.09489608496680232","0.31489921310297464","","","","","","","","",""
"","html-keyboard-response","287","1156527","0.0-154.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","288","1162532","0.0-155.0-0.0","1465","","","","","","","","49","0,0,0","2","coast","97","probe-57","0.6724339269098843","0.18576957347619036","0.3315607666466471","0","","","","","","","",""
"","html-keyboard-response","289","1163535","0.0-155.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","290","1169300","0.0-156.0-0.0","1230","","","","","","","","50","0,0,1","2","coast","98","probe-123","0.5505470043595648","0.14759038828863788","0.35426797636079166","0","","","","","","","",""
"","html-keyboard-response","291","1170304","0.0-156.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","292","1175492","0.0-157.0-0.0","649.4000000953674","","","","","","","","50","1,0,0","2","coast","99","probe-81","0.5685192533121435","0.19606378947635997","0.3007372407609569","0","","","","","","","",""
"","html-keyboard-response","293","1176495","0.0-157.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","294","1181702","0.0-158.0-0.0","668.5","","","","","","","","50","1,0,0","2","coast","100","probe-175","0.4862047388717602","0.1620618958813369","0.21033607356598694","0","","","","","","","",""
"","html-keyboard-response","295","1182707","0.0-158.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","296","1188093","0.0-159.0-0.0","845.6999998092651","","","","","","","","50","1,0,0","2","coast","101","probe-142","0.6064509097620133","0.06463084240662927","0.21223098228551504","0","","","","","","","",""
"","html-keyboard-response","297","1189096","0.0-159.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","298","1195201","0.0-160.0-0.0","1567.5","","","","","","","","49","1,0,1","2","coast","102","probe-163","0.5307640561992761","0.09058099516856634","0.2815074521062993","1","","","","","","","",""
"","html-keyboard-response","299","1196204","0.0-160.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
