"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome"
"","html-keyboard-response","141","774950","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","142","780547","0.0-81.0-0.0","1024.199999988079","","","","","","","","49","0,0,0","0","coast","27","probe-35","0.6421186762863734","0.3264813993567773","0.10208200056380448","0"
"","html-keyboard-response","143","781549","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","144","786761","0.0-82.0-0.0","659","","","","","","","","49","1,0,0","0","coast","28","probe-32","0.754633454568289","0.4473159172086285","0.144233772066083","1"
"","html-keyboard-response","145","787767","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","146","792825","0.0-83.0-0.0","506.69999998807907","","","","","","","","49","1,1,0","0","coast","29","probe-76","0.6939939557437249","0.5289481282960568","0.07819478410782162","1"
"","html-keyboard-response","147","793831","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_bye","148","795339","0.0-84.0-0.0","null","","","","","","","","null","","","","","","","","",""
"","break","149","797962","0.0-84.0-1.0","2621.699999988079","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","",""
"","do_travel","150","806970","0.0-85.0-0.0","null","","","","","","","","null","","","","","","","","",""
"","do_welcome","151","810978","0.0-85.0-1.0","null","","","","","","","","null","","","","","","","","",""
"","do_trial","152","817026","0.0-86.0-0.0","null","","","","","","","","null","1,1,0","1","highway","30","probe-81","1","0.5182145553116223","0.18465360124058017",""
"","html-keyboard-response","153","818030","0.0-86.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","154","823235","0.0-87.0-0.0","652.7000000476837","","","","","","","","50","1,1,0","1","highway","31","probe-114","1","0.3774604696143274","0.2683320992244964","1"
"","html-keyboard-response","155","824242","0.0-87.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","156","829369","0.0-88.0-0.0","578.9000000357628","","","","","","","","50","1,1,0","1","highway","32","probe-222","1","0.24962968801946112","0.13685178282809699","1"
"","html-keyboard-response","157","830372","0.0-88.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","158","835592","0.0-89.0-0.0","669.3000000119209","","","","","","","","50","1,0,0","1","highway","33","probe-159","0.8950186939712882","0.357251721855503","0.14692875635833957","0"
"","html-keyboard-response","159","836594","0.0-89.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","160","841690","0.0-90.0-0.0","546.6000000238419","","","","","","","","50","1,0,0","1","highway","34","probe-112","0.9179801451084133","0.34644030249957725","0.17903664005632375","0"
"","html-keyboard-response","161","842696","0.0-90.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","162","848143","0.0-91.0-0.0","899","","","","","","","","49","1,1,0","1","highway","35","probe-59","0.7897482378759879","0.393053956835815","0.12609170386576063","1"
"","html-keyboard-response","163","849150","0.0-91.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","164","854322","0.0-92.0-0.0","599.0999999642372","","","","","","","","49","0,1,0","1","highway","36","probe-74","0.6184917496174209","0.3022316764079724","0.10047371899498124","0"
"","html-keyboard-response","165","855328","0.0-92.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","166","860574","0.0-93.0-0.0","694.8999999761581","","","","","","","","51","1,0,0","1","highway","37","probe-13","0.6290469652620219","0.3179915978014092","0.08359012871978556","0"
"","html-keyboard-response","167","861580","0.0-93.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","168","866934","0.0-94.0-0.0","804.0999999642372","","","","","","","","50","1,0,0","1","highway","38","probe-220","0.5237694623863954","0.4258552000249858","0.08483857665297782","0"
"","html-keyboard-response","169","867940","0.0-94.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","170","873034","0.0-95.0-0.0","544.6999999880791","","","","","","","","49","0,0,0","1","highway","39","probe-05","0.4498073515842759","0.39512981458961355","0.12056689533653218","0"
"","html-keyboard-response","171","874040","0.0-95.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","172","879149","0.0-96.0-0.0","556.7999999523163","","","","","","","","51","0,1,1","1","highway","40","probe-56","0.5497450898896394","0.48688599674073874","0.15333298594625863","1"
"","html-keyboard-response","173","880155","0.0-96.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","174","885154","0.0-97.0-0.0","463","","","","","","","","51","1,1,0","1","highway","41","probe-204","0.6612768045386759","0.4125497214650097","0.19920231033797822","0"
"","html-keyboard-response","175","886160","0.0-97.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","176","891808","0.0-98.0-0.0","1095.5","","","","","","","","50","1,1,0","1","highway","42","probe-03","0.6192080514771146","0.27268571720400747","0.2893176843231363","1"
"","html-keyboard-response","177","892812","0.0-98.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","178","897995","0.0-99.0-0.0","634.6999999880791","","","","","","","","50","0,0,1","1","highway","43","probe-152","0.44535895850078805","0.2200835048303059","0.5581534619565646","0"
"","html-keyboard-response","179","899000","0.0-99.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","180","904203","0.0-100.0-0.0","670.6999999880791","","","","","","","","49","1,0,1","1","highway","44","probe-104","0.4591110945718832","0.21709704913788663","0.5460200722770153","1"
"","html-keyboard-response","181","905209","0.0-100.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","182","910240","0.0-101.0-0.0","457.4000000357628","","","","","","","","49","0,0,1","1","highway","45","probe-136","0.357901219432089","0.1772688423736501","0.6928189723898318","0"
"","html-keyboard-response","183","911245","0.0-101.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","184","916571","0.0-102.0-0.0","772.4000000357628","","","","","","","","49","1,0,1","1","highway","46","probe-184","0.26431476707383267","0.22230732906291387","0.7305054722801282","1"
"","html-keyboard-response","185","917577","0.0-102.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","186","922779","0.0-103.0-0.0","654.1999999880791","","","","","","","","49","1,0,1","1","highway","47","probe-91","0.28821721149768076","0.14441497025047556","0.7427893415961973","1"
"","html-keyboard-response","187","923782","0.0-103.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","188","928837","0.0-104.0-0.0","504.2999999523163","","","","","","","","49","1,0,1","1","highway","48","probe-12","0.3483267149037996","0.1962733168011966","0.798969582541329","1"
"","html-keyboard-response","189","929855","0.0-104.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","190","934987","0.0-105.0-0.0","577.0999999642372","","","","","","","","49","1,0,1","1","highway","49","probe-19","0.30782013345910214","0.07771844412912456","0.6847540686481861","1"
"","html-keyboard-response","191","935993","0.0-105.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","192","941258","0.0-106.0-0.0","714.7999999523163","","","","","","","","49","0,1,1","1","highway","50","probe-217","0.2781011448576824","0.3503844130981176","0.5612511601421614","0"
"","html-keyboard-response","193","942262","0.0-106.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","194","948019","0.0-107.0-0.0","1187.9000000357628","","","","","","","","51","0,0,0","1","highway","51","probe-95","0.2584229229272274","0.28118792284836397","0.6207923185273814","0"
"","html-keyboard-response","195","949025","0.0-107.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","196","954177","0.0-108.0-0.0","599.6999999880791","","","","","","","","50","0,1,1","1","highway","52","probe-120","0.24186617656175674","0.2832430188249981","0.4436116898815991","1"
"","html-keyboard-response","197","955183","0.0-108.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","198","960378","0.0-109.0-0.0","641.5999999642372","","","","","","","","50","0,0,1","1","highway","53","probe-230","0.21149872111015244","0.33872005194656024","0.5265127003006365","0"
"","html-keyboard-response","199","961385","0.0-109.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","200","966608","0.0-110.0-0.0","662.3000000119209","","","","","","","","49","0,0,1","1","highway","54","probe-181","0.29355597458989885","0.39518457038223","0.6487850546342439","0"
"","html-keyboard-response","201","969262","0.0-110.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
