success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,island_num,passed,context_im
,do_bye,142,945797,0.0-81.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,143,954908,0.0-82.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,144,959303,0.0-82.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,145,964217,0.0-83.0-0.0,2403,,,,,,49,1,1,0,1,mountain,30,1,0.420919017942973,0.12272924033268051,1,learn,,,
,html-keyboard-response,146,965274,0.0-83.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,147,968663,0.0-84.0-0.0,825,,,,,,49,1,1,0,1,mountain,31,1,0.4310094921161148,0.07877855117582586,1,learn,,,
,html-keyboard-response,148,969693,0.0-84.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,149,972563,0.0-85.0-0.0,358,,,,,,49,1,0,0,1,mountain,32,1,0.30094151138540787,0.05591635656494292,1,learn,,,
,html-keyboard-response,150,973624,0.0-85.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,151,976416,0.0-86.0-0.0,291,,,,,,49,1,1,0,1,mountain,33,0.9262208537630247,0.16616380797383795,0.0726435575987006,1,learn,,,
,html-keyboard-response,152,977460,0.0-86.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,153,980281,0.0-87.0-0.0,254,,,,,,49,1,1,0,1,mountain,34,0.9367939395146182,0.2717096767504622,0.18092011494190352,1,learn,,,
,html-keyboard-response,154,981336,0.0-87.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,155,984473,0.0-88.0-0.0,634,,,,,,49,1,1,0,1,mountain,35,0.823529913246997,0.26084277715656606,0.15213561253468152,1,learn,,,
,html-keyboard-response,156,985473,0.0-88.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,157,988149,0.0-89.0-0.0,146,,,,,,49,0,0,0,1,mountain,36,0.7311410256354993,0.23940192899931034,0.10025131703100516,0,learn,,,
,html-keyboard-response,158,989225,0.0-89.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,159,991894,0.0-90.0-0.0,128,,,,,,49,1,0,0,1,mountain,37,0.8905305606816317,0.1305963200310654,0.30250798008802426,1,learn,,,
,html-keyboard-response,160,993027,0.0-90.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,161,996992,0.0-91.0-0.0,1465,,,,,,49,0,0,1,1,mountain,38,0.8101661355228481,0.11777790350972027,0.34527079256917453,0,learn,,,
,html-keyboard-response,162,998073,0.0-91.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,163,1003095,0.0-92.0-0.0,2522,,,,,,49,0,1,0,1,mountain,39,0.7193655513463807,0.21061982351046765,0.3613737199638149,0,learn,,,
,html-keyboard-response,164,1004161,0.0-92.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,165,1007191,0.0-93.0-0.0,507,,,,,,49,1,1,0,1,mountain,40,0.6066418512514695,0.3601234328292286,0.36917149920923625,1,learn,,,
,html-keyboard-response,166,1008224,0.0-93.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,167,1011040,0.0-94.0-0.0,315,,,,,,49,0,1,1,1,mountain,41,0.6644342038326333,0.26680709678794434,0.42595075450235287,0,learn,,,
,html-keyboard-response,168,1012058,0.0-94.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,169,1015534,0.0-95.0-0.0,930,,,,,,49,0,0,1,1,mountain,42,0.48720124615944876,0.13547592563265176,0.5710547140923077,0,learn,,,
,html-keyboard-response,170,1016563,0.0-95.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,171,1019442,0.0-96.0-0.0,328,,,,,,49,0,1,1,1,mountain,43,0.4074939514685071,0.2735547870086032,0.47758842926836254,0,learn,,,
,html-keyboard-response,172,1020475,0.0-96.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,173,1023024,0.0-97.0-0.0,48,,,,,,49,0,1,0,1,mountain,44,0.397939233276818,0.289056190860255,0.5217577812880867,0,learn,,,
,html-keyboard-response,174,1024096,0.0-97.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,175,1026733,0.0-98.0-0.0,76,,,,,,49,0,0,1,1,mountain,45,0.17650300164910002,0.3504077485403564,0.592760473463631,0,learn,,,
,html-keyboard-response,176,1028043,0.0-98.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,177,1030790,0.0-99.0-0.0,183,,,,,,49,0,1,0,1,mountain,46,0.1924267346438923,0.34238488217106977,0.6505389307361111,0,learn,,,
,html-keyboard-response,178,1031930,0.0-99.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,179,1034785,0.0-100.0-0.0,99,,,,,,50,1,0,0,1,mountain,47,0.19209158616723732,0.26569275398410636,0.6362985205368991,0,learn,,,
,html-keyboard-response,180,1035799,0.0-100.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,181,1038671,0.0-101.0-0.0,78,,,,,,51,1,1,0,1,mountain,48,0.1426286400227345,0.2291441813903781,0.6302727775537642,0,learn,,,
,html-keyboard-response,182,1039726,0.0-101.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,183,1042409,0.0-102.0-0.0,149,,,,,,51,1,0,1,1,mountain,49,0.18831010319213118,0.17983356164125971,0.5614022858372555,1,learn,,,
,html-keyboard-response,184,1043438,0.0-102.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,185,1046109,0.0-103.0-0.0,132,,,,,,51,0,1,1,1,mountain,50,0.18064372787033814,0.25463204477235174,0.6890273983419877,1,learn,,,
,html-keyboard-response,186,1047182,0.0-103.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,187,1049695,0.0-104.0-0.0,13,,,,,,51,0,1,1,1,mountain,51,0.23404475751348444,0.4183044105216559,0.6049366738270359,1,learn,,,
,html-keyboard-response,188,1050696,0.0-104.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,189,1053287,0.0-105.0-0.0,90,,,,,,51,0,0,0,1,mountain,52,0.20308052740073887,0.40008709011372895,0.5550465208292076,0,learn,,,
,html-keyboard-response,190,1054288,0.0-105.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,191,1057221,0.0-106.0-0.0,322,,,,,,51,0,0,1,1,mountain,53,0.24668524470756267,0.28144959685835963,0.5766655172005946,1,learn,,,
,html-keyboard-response,192,1058284,0.0-106.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,193,1060951,0.0-107.0-0.0,117,,,,,,51,1,1,0,1,mountain,54,0.0885127991994557,0.4110970864725543,0.6340246033267398,0,learn,,,
,html-keyboard-response,194,1061952,0.0-107.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,195,1064869,0.0-108.0-0.0,371,,,,,,51,0,0,0,1,mountain,55,0.11830651988278973,0.4438717000308471,0.5389465132019207,0,learn,,,
,html-keyboard-response,196,1065897,0.0-108.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,197,1068560,0.0-109.0-0.0,161,,,,,,51,0,1,0,1,mountain,56,0.14557229475605393,0.4551137580018591,0.5584073604159994,0,learn,,,
,html-keyboard-response,198,1069561,0.0-109.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,199,1072425,0.0-110.0-0.0,363,,,,,,51,0,1,1,1,mountain,57,0.1667955347814289,0.36911201738760374,0.6960079700227746,1,learn,,,
,html-keyboard-response,200,1073476,0.0-110.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,201,1076113,0.0-111.0-0.0,87,,,,,,51,0,0,1,1,mountain,58,0.18393866240432993,0.23169729793607743,0.6474600698698995,1,learn,,,
,html-keyboard-response,202,1077125,0.0-111.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,203,1079818,0.0-112.0-0.0,100,,,,,,51,0,0,1,1,mountain,59,0.12460206396802014,0.19414622338583015,0.681599070213867,1,learn,,,
,html-keyboard-response,204,1080878,0.0-112.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,205,1083697,0.0-113.0-0.0,188,,,,,,51,0,0,0,1,mountain,60,0.12038902384810048,0.3323684891803552,0.4999047570194539,0,learn,,,
,html-keyboard-response,206,1084743,0.0-113.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,207,1087348,0.0-114.0-0.0,60,,,,,,51,0,0,1,1,mountain,61,0.09003351371971953,0.30092840909392093,0.5422938088730865,1,learn,,,
,html-keyboard-response,208,1088393,0.0-114.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,209,1090952,0.0-115.0-0.0,57,,,,,,51,1,1,0,1,mountain,62,0.1805479422715054,0.2627935013953472,0.6502909130400663,0,learn,,,
,html-keyboard-response,210,1091996,0.0-115.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,211,1094568,0.0-116.0-0.0,22,,,,,,51,0,1,1,1,mountain,63,0.13562551431767936,0.3105782319447693,0.7641487594841553,1,learn,,,
,html-keyboard-response,212,1095593,0.0-116.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,213,1098365,0.0-117.0-0.0,234,,,,,,51,0,0,1,1,mountain,64,0.05185326529754439,0.3311335003641531,0.5017777104750087,1,learn,,,
,html-keyboard-response,214,1099393,0.0-117.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,215,1102192,0.0-118.0-0.0,259,,,,,,51,0,0,1,1,mountain,65,0.1451979015932446,0.15067316669102016,0.5680088526696029,1,learn,,,
,html-keyboard-response,216,1103235,0.0-118.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,217,1106200,0.0-119.0-0.0,464,,,,,,51,0,0,1,1,mountain,66,0.05382995141610512,0.18237977950797596,0.5489204844196636,1,learn,,,
,html-keyboard-response,218,1107259,0.0-119.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,219,1110419,0.0-120.0-0.0,600,,,,,,51,0,0,1,1,mountain,67,0.17228123584434812,0.1670819749439599,0.6650305837294664,1,learn,,,
,html-keyboard-response,220,1111554,0.0-120.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,221,1115989,0.0-121.0-0.0,1872,,,,,,51,0,0,1,1,mountain,68,0.18062500002346554,0.23921645516236922,0.607239798227124,1,learn,,,
,html-keyboard-response,222,1117125,0.0-121.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,223,1119837,0.0-122.0-0.0,158,,,,,,51,0,1,1,1,mountain,69,0.16058347694027805,0.2130176826484748,0.6019499744882569,1,learn,,,
,html-keyboard-response,224,1120838,0.0-122.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,225,1122340,0.0-123.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,226,1131473,0.0-124.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,227,1135479,0.0-124.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,228,1139314,0.0-125.0-0.0,1334,,,,,,50,0,1,1,2,forest,70,0.1663345237698223,0.18187993404768701,1,1,learn,,,
,html-keyboard-response,229,1140381,0.0-125.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,230,1143181,0.0-126.0-0.0,158,,,,,,50,0,0,1,2,forest,71,0.07387987467441702,0.3324257535172885,1,0,learn,,,
,html-keyboard-response,231,1144225,0.0-126.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,232,1146924,0.0-127.0-0.0,166,,,,,,50,0,0,1,2,forest,72,0.06351709552988853,0.3200786591014317,0.7510416668208453,0,learn,,,
,html-keyboard-response,233,1148057,0.0-127.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,234,1150629,0.0-128.0-0.0,32,,,,,,50,0,0,0,2,forest,73,0.16298712310512634,0.4302324303555994,0.6906227895518502,0,learn,,,
,html-keyboard-response,235,1151661,0.0-128.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,236,1154248,0.0-129.0-0.0,20,,,,,,49,1,0,1,2,forest,74,0.16911025558152004,0.37582048267982177,0.6366492356790382,1,learn,,,
,html-keyboard-response,237,1155325,0.0-129.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,238,1158067,0.0-130.0-0.0,238,,,,,,49,0,0,0,2,forest,75,0.07248432382244539,0.41628430937882366,0.6534895223449719,0,learn,,,
,html-keyboard-response,239,1159193,0.0-130.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,240,1161935,0.0-131.0-0.0,185,,,,,,49,0,0,1,2,forest,76,0.05932508348451317,0.3892080998643045,0.6932096803718014,0,learn,,,
,html-keyboard-response,241,1162978,0.0-131.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,242,1165528,0.0-132.0-0.0,48,,,,,,51,0,0,1,2,forest,77,0.07654759100642836,0.2921408848962303,0.7045468123445298,1,learn,,,
,html-keyboard-response,243,1166544,0.0-132.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,244,1169369,0.0-133.0-0.0,267,,,,,,51,0,1,1,2,forest,78,0.06974816508003545,0.49070213682654484,0.6178678701890605,1,learn,,,
,html-keyboard-response,245,1170429,0.0-133.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,246,1173019,0.0-134.0-0.0,54,,,,,,51,0,0,1,2,forest,79,0.09144430938608426,0.4987496309408585,0.5530541283425362,1,learn,,,
,html-keyboard-response,247,1174050,0.0-134.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,248,1176826,0.0-135.0-0.0,153,,,,,,51,0,1,0,2,forest,80,0.19819372647665706,0.5432117267939,0.4995007418510689,0,learn,,,
,html-keyboard-response,249,1177868,0.0-135.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,250,1180652,0.0-136.0-0.0,230,,,,,,51,1,0,0,2,forest,81,0.1721619294191066,0.6135193899860675,0.5037413212903984,0,learn,,,
,html-keyboard-response,251,1181664,0.0-136.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,252,1184271,0.0-137.0-0.0,107,,,,,,51,0,0,0,2,forest,82,0.2435889035661801,0.5619561294490208,0.28337870929532505,0,learn,,,
,html-keyboard-response,253,1185272,0.0-137.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,254,1188114,0.0-138.0-0.0,290,,,,,,51,0,1,0,2,forest,83,0.2922786085701377,0.7105880183049937,0.11716185901876544,0,learn,,,
,html-keyboard-response,255,1189176,0.0-138.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,256,1192032,0.0-139.0-0.0,355,,,,,,50,0,1,0,2,forest,84,0.15186549804603483,0.5969012689790608,0.1333061884722362,1,learn,,,
,html-keyboard-response,257,1193032,0.0-139.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,258,1195714,0.0-140.0-0.0,146,,,,,,50,0,0,0,2,forest,85,0.08205376368175751,0.4320840039362021,0.1881658847715486,0,learn,,,
,html-keyboard-response,259,1196746,0.0-140.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,260,1199412,0.0-141.0-0.0,128,,,,,,49,0,0,0,2,forest,86,0.21275322531203628,0.3626688257330724,0.08896288608947696,0,learn,,,
,html-keyboard-response,261,1200470,0.0-141.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,262,1203132,0.0-142.0-0.0,45,,,,,,49,0,0,0,2,forest,87,0.32232962588047714,0.4659300126024058,0.08706413882212782,0,learn,,,
,html-keyboard-response,263,1204258,0.0-142.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,264,1206863,0.0-143.0-0.0,105,,,,,,50,0,1,0,2,forest,88,0.321382001476161,0.47773551184495416,0.12663759278484057,1,learn,,,
,html-keyboard-response,265,1207872,0.0-143.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,266,1210713,0.0-144.0-0.0,58,,,,,,50,0,1,0,2,forest,89,0.33539451773999207,0.5904983872796004,0.05398550969392311,1,learn,,,
,html-keyboard-response,267,1211746,0.0-144.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,268,1214460,0.0-145.0-0.0,169,,,,,,50,1,1,0,2,forest,90,0.3041088117167515,0.6817210549217586,0.07931286886426601,1,learn,,,
,html-keyboard-response,269,1215552,0.0-145.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,270,1218233,0.0-146.0-0.0,156,,,,,,50,0,0,1,2,forest,91,0.14894881929197148,0.7612365746499771,0.1240308072391443,0,learn,,,
,html-keyboard-response,271,1219235,0.0-146.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,272,1222017,0.0-147.0-0.0,97,,,,,,51,0,1,0,2,forest,92,0.249246955250157,0.6081241192417253,0.08938455442120109,0,learn,,,
,html-keyboard-response,273,1223079,0.0-147.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,274,1225649,0.0-148.0-0.0,35,,,,,,51,0,1,0,2,forest,93,0.34062667248582956,0.607509376907666,0.06084902664213953,0,learn,,,
,html-keyboard-response,275,1226787,0.0-148.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,276,1229594,0.0-149.0-0.0,273,,,,,,50,0,1,0,2,forest,94,0.29570898241912785,0.6009398501430151,0.08984126433853579,1,learn,,,
,html-keyboard-response,277,1230624,0.0-149.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,278,1233548,0.0-150.0-0.0,388,,,,,,50,0,1,0,2,forest,95,0.1453511602195414,0.6619366821822799,0.09301018941649393,1,learn,,,
,html-keyboard-response,279,1234687,0.0-150.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,280,1237288,0.0-151.0-0.0,100,,,,,,50,0,0,0,2,forest,96,0.15006482756677497,0.5753761343202237,0.14506926541460438,0,learn,,,
,html-keyboard-response,281,1238354,0.0-151.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,282,1241203,0.0-152.0-0.0,34,,,,,,50,0,1,1,2,forest,97,0.2227105788021632,0.6744760758308245,0.15890125595861343,1,learn,,,
,html-keyboard-response,283,1242356,0.0-152.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,284,1245024,0.0-153.0-0.0,109,,,,,,50,0,0,0,2,forest,98,0.20061637219304673,0.6357658090670296,0.292752359509504,0,learn,,,
,html-keyboard-response,285,1246070,0.0-153.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,286,1248687,0.0-154.0-0.0,85,,,,,,51,0,0,0,2,forest,99,0.18106462708838095,0.589474950547617,0.30928171617545097,0,learn,,,
,html-keyboard-response,287,1249689,0.0-154.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,288,1252436,0.0-155.0-0.0,227,,,,,,49,0,0,0,2,forest,100,0.06959881098707348,0.5925297600358767,0.20878459793837784,0,learn,,,
,html-keyboard-response,289,1253437,0.0-155.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,290,1256083,0.0-156.0-0.0,141,,,,,,50,0,0,0,2,forest,101,0.17971768582881692,0.6112516004715192,0.10570231404650411,0,learn,,,
,html-keyboard-response,291,1257126,0.0-156.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,292,1259704,0.0-157.0-0.0,77,,,,,,51,1,1,1,2,forest,102,0.2990486472024316,0.6135365592118123,0.22617771555711158,1,learn,,,
,html-keyboard-response,293,1260776,0.0-157.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,294,1263888,0.0-158.0-0.0,378,,,,,,51,1,0,0,2,forest,103,0.2403263623410685,0.6332592065800041,0.2081471570205673,0,learn,,,
,html-keyboard-response,295,1264965,0.0-158.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,296,1267745,0.0-159.0-0.0,238,,,,,,51,0,1,0,2,forest,104,0.20889673164847472,0.6817812271230805,0.2161637544077006,0,learn,,,
,html-keyboard-response,297,1268788,0.0-159.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,298,1271644,0.0-160.0-0.0,302,,,,,,50,1,0,0,2,forest,105,0.17095281601340495,0.5931715828760145,0.08064118333439488,0,learn,,,
,html-keyboard-response,299,1272704,0.0-160.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,300,1275664,0.0-161.0-0.0,435,,,,,,49,1,1,0,2,forest,106,0.24470894262397466,0.592009688450524,0.1292900824419195,1,learn,,,
,html-keyboard-response,301,1276665,0.0-161.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,302,1279528,0.0-162.0-0.0,289,,,,,,49,1,1,0,2,forest,107,0.2480090922995591,0.6272462252083123,0.057082045277196194,1,learn,,,
,html-keyboard-response,303,1280604,0.0-162.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,304,1283455,0.0-163.0-0.0,214,,,,,,49,0,0,0,2,forest,108,0.24849923091158194,0.631932903601167,0.12033812020837374,0,learn,,,
,html-keyboard-response,305,1284483,0.0-163.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,306,1287096,0.0-164.0-0.0,63,,,,,,50,0,1,0,2,forest,109,0.3462859017579281,0.5445401610710612,0.18567603540266275,1,learn,,,
,html-keyboard-response,307,1288142,0.0-164.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,308,1289642,0.0-165.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,309,1298692,0.0-166.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,310,1302697,0.0-166.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,311,1305633,0.0-167.0-0.0,411,,,,,,51,0,1,1,3,highway,110,0.4173683513292466,1,0.22233420554097985,1,learn,,,
,html-keyboard-response,312,1306634,0.0-167.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,313,1309230,0.0-168.0-0.0,64,,,,,,51,0,1,1,3,highway,111,0.35686498233280645,1,0.14692043253742987,1,learn,,,
,html-keyboard-response,314,1310292,0.0-168.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,315,1313047,0.0-169.0-0.0,199,,,,,,51,1,1,0,3,highway,112,0.26839254116565375,0.9337144305799581,0.1897256748883933,0,learn,,,
,html-keyboard-response,316,1314077,0.0-169.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,317,1316752,0.0-170.0-0.0,174,,,,,,50,0,1,0,3,highway,113,0.16011469017627217,0.7517804773981139,0.07102259175515066,1,learn,,,
,html-keyboard-response,318,1317773,0.0-170.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,319,1320514,0.0-171.0-0.0,181,,,,,,50,0,1,0,3,highway,114,0.18904023298192812,0.6541598601047619,0.07622777543883627,1,learn,,,
,html-keyboard-response,320,1321516,0.0-171.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,321,1324275,0.0-172.0-0.0,231,,,,,,50,0,1,0,3,highway,115,0.19016905210571552,0.5614140101547481,0.11540139820280025,1,learn,,,
,html-keyboard-response,322,1325277,0.0-172.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,323,1328012,0.0-173.0-0.0,79,,,,,,50,1,1,0,3,highway,116,0.16327104271144122,0.6510655361927746,0.1877542608266185,1,learn,,,
,html-keyboard-response,324,1329150,0.0-173.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,325,1331924,0.0-174.0-0.0,212,,,,,,50,0,0,1,3,highway,117,0.0577886329243681,0.6953113208615073,0.24397037439214028,0,learn,,,
,html-keyboard-response,326,1332975,0.0-174.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,327,1335822,0.0-175.0-0.0,291,,,,,,50,0,0,0,3,highway,118,0.1959457090597028,0.5969549369310091,0.13901978884001465,0,learn,,,
,html-keyboard-response,328,1336834,0.0-175.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,329,1339683,0.0-176.0-0.0,305,,,,,,49,0,0,1,3,highway,119,0.17107290100131778,0.496417436481448,0.16168745011581348,0,learn,,,
,html-keyboard-response,330,1340723,0.0-176.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,331,1343310,0.0-177.0-0.0,65,,,,,,49,0,0,0,3,highway,120,0.18030952895222954,0.34977101385458215,0.145367254306381,0,learn,,,
,html-keyboard-response,332,1344365,0.0-177.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,333,1346907,0.0-178.0-0.0,5,,,,,,51,0,1,0,3,highway,121,0.1261937432469112,0.23661156371464287,0.12834937996084034,0,learn,,,
,html-keyboard-response,334,1347934,0.0-178.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,335,1350610,0.0-179.0-0.0,29,,,,,,51,1,0,0,3,highway,122,0.4003306043748866,0.07143609805226696,0.057085829919351454,0,learn,,,
,html-keyboard-response,336,1351673,0.0-179.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,337,1354243,0.0-180.0-0.0,43,,,,,,50,1,0,0,3,highway,123,0.4342700943795251,0.09685391692762313,0.2005529057571374,0,learn,,,
,html-keyboard-response,338,1355679,0.0-180.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,339,1358369,0.0-181.0-0.0,132,,,,,,50,0,0,1,3,highway,124,0.44361571958134755,0.1423578309675861,0.26813904935533917,0,learn,,,
,html-keyboard-response,340,1359507,0.0-181.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,341,1362112,0.0-182.0-0.0,104,,,,,,50,0,0,1,3,highway,125,0.6190096534440779,0.07255723932260161,0.2528820232068738,0,learn,,,
,html-keyboard-response,342,1363113,0.0-182.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,343,1365723,0.0-183.0-0.0,42,,,,,,49,1,0,0,3,highway,126,0.6986241110390818,0.0507490168208415,0.257014395129665,1,learn,,,
,html-keyboard-response,344,1366951,0.0-183.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,345,1369635,0.0-184.0-0.0,140,,,,,,49,0,0,0,3,highway,127,0.5472612325465549,0.12968308171906248,0.17867129394657286,0,learn,,,
,html-keyboard-response,346,1370661,0.0-184.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,347,1373355,0.0-185.0-0.0,157,,,,,,49,0,0,0,3,highway,128,0.7093883505069185,0.09822005541871275,0.22895738837296406,0,learn,,,
,html-keyboard-response,348,1374416,0.0-185.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,349,1377776,0.0-186.0-0.0,859,,,,,,49,0,0,1,3,highway,129,0.6720479645127319,0.08114210332290644,0.3627173421628836,0,learn,,,
,html-keyboard-response,350,1378830,0.0-186.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
